ID;Verein;Position;Elo;EAR-180;Elo-Rang;Elo-ID;Elo-Name
pl-k00105212;Türkei;GOALKEEPER;1734.5;0.0;1378;1971;E. Destanoğlu
pl-k00105223;England;FORWARD;2004.5;1.43;249;138787;A. Gordon
pl-k00105391;Japan;MIDFIELDER;1674.2;1.64;1827;1942;J. Ito
pl-k00105434;Marokko;DEFENDER;2044.2;2.38;159;545;N. Mazraoui
pl-k00105471;Australien;DEFENDER;1348.8;0.7;4945;6808;J. Italiano
pl-k00105695;Saudi-Arabien;FORWARD;1584.4;0.0;2624;44382;Abdullah Al Hamdan
pl-k00105718;Türkei;DEFENDER;1862.5;0.2;676;62323;M. Eskihellaç
pl-k00105800;Kanada;MIDFIELDER;1882.2;0.23;604;35570;S. Eustáquio
pl-k00105812;Niederlande;FORWARD;2031.1;0.91;186;247;C. Gakpo
pl-k00105828;Tunesien;DEFENDER;913.4;;9296;49436;H. Ben Ali
pl-k00105829;Tunesien;DEFENDER;1503.5;0.0;3404;2945;D. Bronn
pl-k00105836;Tunesien;FORWARD;971.7;0.0;8714;2962;F. Chaouat
pl-k00105876;Schottland;DEFENDER;1685.6;0.46;1734;1111;J. Hendry
pl-k00105950;Iran;GOALKEEPER;1405.2;0.0;4381;29755;H. Hosseini
pl-k00105955;Iran;MIDFIELDER;1409.6;0.0;4337;29775;O. Noorafkan
pl-k00105961;Iran;FORWARD;1491.2;0.0;3526;29720;A. Alipour
pl-k00105983;Frankreich;MIDFIELDER;2111.8;3.33;69;1271;A. Tchouaméni
pl-k00106053;Curacao;DEFENDER;1402.3;-0.25;4410;37066;R. van Eijma
pl-k00106067;Paraguay;MIDFIELDER;1642.9;0.24;2081;2514;A. Romero
pl-k00106087;Japan;DEFENDER;1852.6;-0.24;722;38114;K. Itakura
pl-k00106091;Japan;MIDFIELDER;2022.1;0.46;212;32966;A. Tanaka
pl-k00106095;USA;DEFENDER;1795.4;1.88;1007;50735;M. McKenzie
pl-k00106109;Saudi-Arabien;MIDFIELDER;1884.1;2.38;597;44349;Mohamed Kanno
pl-k00106186;Saudi-Arabien;GOALKEEPER;1439.8;0.0;4036;44473;Abdulquddus Atiah
pl-k00106205;Japan;DEFENDER;1723.6;0.46;1445;32887;Y. Sugawara
pl-k00106358;Japan;DEFENDER;1864.7;0.21;664;32893;H. Ito
pl-k00106359;Japan;FORWARD;1499.1;0.0;3448;33289;Koki Ogawa
pl-k00106362;USA;MIDFIELDER;1785.5;-0.76;1060;1138;T. Weah
pl-k00106538;Japan;GOALKEEPER;1587.8;0.72;2591;33034;K. Osako
pl-k00106559;Saudi-Arabien;MIDFIELDER;1909.9;0.69;493;44315;Abdullah Al Khaibari
pl-k00106597;Marokko;FORWARD;1731.2;-2.65;1402;2722;A. El Kaabi
pl-k00106599;Ägypten;GOALKEEPER;1486.3;0.24;3575;16797;Mohamed El Shenawy
pl-k00106676;Argentinien;FORWARD;2045.7;0.47;158;217;Lautaro Martínez
pl-k00106680;Brasilien;DEFENDER;2053.6;3.83;145;30424;Ibañez
pl-k00106698;Deutschland;FORWARD;1906.6;-1.22;514;158054;N. Woltemade
pl-k00106891;Türkei;DEFENDER;843.4;0.0;9992;62173;M. Çelik
pl-k00106912;Senegal;GOALKEEPER;2035.5;1.92;176;2986;É. Mendy
pl-k00106928;Deutschland;MIDFIELDER;2037.9;1.43;170;637;F. Nmecha
pl-k00107005;Türkei;MIDFIELDER;1882.1;3.36;605;37155;O. Kökçü
pl-k00107290;Algerien;DEFENDER;1976.0;1.4;309;21138;R. Aït-Nouri
pl-k00107395;Kanada;MIDFIELDER;1677.9;0.87;1800;44798;L. Millar
pl-k00107513;Schweiz;FORWARD;1830.9;0.66;838;48389;N. Okafor
pl-k00107564;Panama;MIDFIELDER;1763.9;0.95;1183;57807;A. Carrasquilla
pl-k00107692;Deutschland;MIDFIELDER;2091.0;0.2;94;181812;J. Musiala
pl-k00107693;Deutschland;MIDFIELDER;2012.4;1.64;229;203224;F. Wirtz
pl-k00107767;Spanien;GOALKEEPER;2123.4;2.4;61;182718;Joan García
pl-k00107833;Niederlande;FORWARD;1853.1;-1.24;721;38750;B. Brobbey
pl-k00107834;Niederlande;DEFENDER;2262.8;-0.04;7;38746;J. Timber
pl-k00107835;Niederlande;MIDFIELDER;1806.1;-0.08;947;38747;Q. Timber
pl-k00107846;Niederlande;FORWARD;1894.1;1.88;560;37724;C. Summerville
pl-k00107848;Curacao;DEFENDER;1497.6;-0.74;3462;194645;S. Sambo
pl-k00108054;Curacao;MIDFIELDER;1353.3;-0.73;4900;36842;G. Roemeratoe
pl-k00108107;Portugal;FORWARD;1857.6;-0.72;696;41585;Gonçalo Ramos
pl-k00108112;Türkei;GOALKEEPER;1840.6;0.0;781;50132;A. Bayındır
pl-k00108337;Kolumbien;FORWARD;1818.9;0.41;884;47582;C. Hernández
pl-k00108493;Panama;MIDFIELDER;1732.5;-0.48;1394;2979;J. Rodríguez
pl-k00108624;Haiti;MIDFIELDER;1139.5;0.0;7036;20538;L. Pierre
pl-k00108633;USA;DEFENDER;1914.2;0.68;480;19549;A. Robinson
pl-k00108669;Irak;MIDFIELDER;1518.1;-0.96;3259;48025;Kevin Yakob
pl-k00108822;Norwegen;FORWARD;2288.6;1.16;4;1100;E. Haaland
pl-k00109674;USA;MIDFIELDER;1922.6;0.94;448;162037;M. Tillman
pl-k00110076;Türkei;DEFENDER;1975.3;-0.27;313;1719;M. Müldür
pl-k00110095;Haiti;FORWARD;1081.7;0.0;7614;48535;Y. Fortuné
pl-k00110131;Portugal;FORWARD;2077.9;1.66;106;41112;Trincão
pl-k00110134;Tunesien;DEFENDER;1544.6;-1.46;2999;18942;Y. Valery
pl-k00110177;Elfenbeinküste;DEFENDER;2000.0;1.18;255;1807;E. Ndicka
pl-k00110243;Niederlande;MIDFIELDER;2039.8;1.64;167;542;R. Gravenberch
pl-k00110300;Argentinien;MIDFIELDER;1813.9;0.22;911;26315;N. González
pl-k00110311;USA;DEFENDER;1881.3;2.63;608;126949;C. Richards
pl-k00110341;Tschechien;MIDFIELDER;1815.8;0.46;903;66249;P. Bucha
pl-k00110344;Tschechien;DEFENDER;1616.3;1.16;2323;1237;J. Zelený
pl-k00110515;Kanada;MIDFIELDER;1688.4;-0.72;1714;50788;M. Choinière
pl-k00110564;Uruguay;MIDFIELDER;1495.7;0.94;3481;456688;L. Sanabria
pl-k00110616;Portugal;FORWARD;1986.8;1.91;278;583;João Félix
pl-k00110655;Kap Verde;FORWARD;1473.6;1.87;3701;1494;Jovane Cabral
pl-k00110676;Belgien;MIDFIELDER;2099.0;2.14;81;162714;A. Onana
pl-k00110713;Senegal;DEFENDER;1770.9;2.12;1148;81;K. Diatta
pl-k00110782;Belgien;FORWARD;1838.2;1.39;795;1417;A. Saelemaekers
pl-k00110802;DR Kongo;MIDFIELDER;1624.7;-0.75;2246;1424;E. Kayembe
pl-k00110835;Tunesien;DEFENDER;1387.3;0.0;4560;163068;O. Rekik
pl-k00110836;Kanada;FORWARD;1908.1;-1.71;507;8489;J. David
pl-k00110964;Argentinien;GOALKEEPER;1975.1;1.2;314;2465;J. Musso
pl-k00111030;Kanada;DEFENDER;1724.1;0.69;1441;18938;A. Jones
pl-k00111104;Deutschland;DEFENDER;1988.6;0.68;274;163189;M. Thiaw
pl-k00111248;Tunesien;DEFENDER;1775.0;1.87;1124;50030;M. Talbi
pl-k00111286;Marokko;DEFENDER;1872.5;0.95;633;21694;N. Aguerd
pl-k00111312;Neuseeland;GOALKEEPER;1524.0;0.0;3202;36777;M. Woud
pl-k00111322;Haiti;FORWARD;1617.4;-0.24;2314;84087;W. Isidor
pl-k00111323;Algerien;DEFENDER;1663.6;-0.24;1910;3165;Y. Atal
pl-k00111352;Frankreich;DEFENDER;2254.1;3.05;8;22090;W. Saliba
pl-k00111363;Südkorea;MIDFIELDER;1108.1;;7350;358335;Jun-Gyu Lee
pl-k00111483;Spanien;DEFENDER;2013.0;1.9;228;47519;Pedro Porro
pl-k00111568;Argentinien;DEFENDER;1975.1;1.67;314;30776;C. Romero
pl-k00111572;Südafrika;DEFENDER;1288.6;2.83;5546;163041;B. Cross
pl-k00111733;Schottland;MIDFIELDER;1814.0;-0.75;910;44814;L. Ferguson
pl-k00111774;Ghana;DEFENDER;1699.1;-0.24;1635;15900;A. Mumin
pl-k00111857;Südkorea;MIDFIELDER;1672.0;0.21;1845;2909;Paik Seung-Ho
pl-k00111860;Kroatien;GOALKEEPER;1761.5;1.92;1197;14268;I. Pandur
pl-k00111988;Mexiko;DEFENDER;1736.3;-0.74;1364;2878;J. Sánchez
pl-k00112075;Südkorea;DEFENDER;1175.7;;6674;34304;Ye-Sung Kim
pl-k00112076;Südkorea;MIDFIELDER;1920.7;0.69;455;2901;Hwang In-Beom
pl-k00112077;Mexiko;MIDFIELDER;1700.7;0.72;1621;1577;D. Lainez
pl-k00112079;Mexiko;FORWARD;1761.7;0.69;1196;2879;R. Alvarado
pl-k00112080;Schweiz;FORWARD;1962.4;-0.49;352;48648;D. Ndoye
pl-k00112101;Schottland;DEFENDER;1581.7;0.95;2649;138417;N. Patterson
pl-k00112135;Kolumbien;DEFENDER;1913.3;1.4;482;1929;J. Lucumí
pl-k00112426;Norwegen;FORWARD;1715.0;-3.13;1507;2032;J. Strand Larsen
pl-k00112730;Südkorea;DEFENDER;1544.2;-0.49;3003;280358;J. Castrop
pl-k00112780;Japan;DEFENDER;1840.6;0.47;781;2597;T. Tomiyasu
pl-k00112823;Curacao;FORWARD;1449.4;-0.01;3940;906;T. Chong
pl-k00112868;Usbekistan;FORWARD;1776.9;1.2;1112;53535;E. Shomurodov
pl-k00112929;Niederlande;DEFENDER;2114.6;2.85;65;38695;J. van Hecke
pl-k00112936;Kroatien;GOALKEEPER;1669.5;0.24;1865;524;D. Kotarski
pl-k00113011;Usbekistan;FORWARD;1436.5;0.0;4069;53834;D. Khamdamov
pl-k00113069;DR Kongo;GOALKEEPER;1369.2;-0.24;4741;48501;T. Fayulu
pl-k00113146;Panama;DEFENDER;1667.6;2.36;1880;7197;A. Andrade
pl-k00113163;Argentinien;DEFENDER;1834.3;1.87;820;2468;G. Montiel
pl-k00113179;Argentinien;FORWARD;2044.0;1.64;160;6009;J. Álvarez
pl-k00113185;USA;DEFENDER;1736.5;0.43;1362;50852;J. Scally
pl-k00113214;England;MIDFIELDER;2212.2;0.68;17;19170;M. Rogers
pl-k00113407;England;FORWARD;2223.2;0.94;13;1460;B. Saka
pl-k00113426;USA;MIDFIELDER;1855.3;0.24;709;35885;A. Zendejas
pl-k00113510;Mexiko;MIDFIELDER;1740.1;-0.5;1340;750;Álvaro Fidalgo
pl-k00113695;Iran;GOALKEEPER;1509.5;0.0;3345;2681;P. Niazmand
pl-k00113749;Irak;GOALKEEPER;1475.1;0.0;3686;53886;Jalal Hassan Hachim
pl-k00113751;Irak;DEFENDER;1311.0;0.22;5322;42261;Rebin Solaka
pl-k00113754;Irak;DEFENDER;1347.6;0.24;4957;15769;Frans Putros
pl-k00113759;Irak;FORWARD;1080.0;;7631;53894;Mohanad Ali
pl-k00113856;Usbekistan;GOALKEEPER;1484.9;0.0;3589;73534;U. Yusupov
pl-k00113866;Usbekistan;MIDFIELDER;1526.6;-0.48;3177;53835;O. Hamrobekov
pl-k00113867;Usbekistan;MIDFIELDER;1506.4;-0.72;3375;50272;O. Shukurov
pl-k00113914;Argentinien;DEFENDER;1778.8;-0.49;1100;6;L. Balerdi
pl-k00113916;Katar;MIDFIELDER;1524.4;0.0;3198;2545;Hassan Al Haydos
pl-k00113920;Katar;MIDFIELDER;1528.3;0.0;3160;2537;Karim Boudiaf
pl-k00113922;Katar;FORWARD;1130.7;;7124;308915;Yousef Saaed Ahmed
pl-k00113924;Katar;DEFENDER;1673.1;-0.24;1835;2530;Pedro Miguel
pl-k00113925;Katar;MIDFIELDER;1491.2;-0.48;3526;2533;Abdulaziz Hatem
pl-k00113926;Katar;DEFENDER;1710.3;-0.25;1545;2532;Boualem Khoukhi
pl-k00113927;Katar;MIDFIELDER;1522.2;0.48;3219;2539;Ahmed Fathi
pl-k00113930;Katar;FORWARD;1600.8;0.0;2468;2543;Almoez Ali
pl-k00113932;Katar;MIDFIELDER;1525.0;0.0;3192;2535;Assim Madibo
pl-k00113966;Saudi-Arabien;DEFENDER;1881.0;1.19;610;44475;Abdulelah Al Amri
pl-k00113975;Usbekistan;FORWARD;1418.2;0.0;4252;53836;J. Masharipov
pl-k00114084;Jordanien;DEFENDER;1555.2;-0.48;2897;53900;Yazan Al Arab
pl-k00114094;Jordanien;DEFENDER;1486.0;0.0;3578;53902;Ehsan Haddad
pl-k00114256;Ecuador;GOALKEEPER;1619.4;1.44;2295;81224;M. Ramírez
pl-k00114257;Ecuador;DEFENDER;1581.5;1.19;2651;2575;J. Porozo
pl-k00114259;Ecuador;MIDFIELDER;1605.1;0.0;2427;16470;J. Alcívar
pl-k00114277;Ecuador;FORWARD;1868.7;0.23;647;16369;G. Plata
pl-k00114290;Paraguay;MIDFIELDER;1598.3;-0.74;2491;70767;B. Ojeda
pl-k00114307;Paraguay;GOALKEEPER;1613.6;2.4;2349;70852;O. Gill
pl-k00114311;Uruguay;DEFENDER;1828.7;0.96;846;51535;S. Cáceres
pl-k00114315;Uruguay;FORWARD;2037.2;0.7;173;51776;M. Araújo
pl-k00114317;Uruguay;MIDFIELDER;1642.6;2.37;2083;108563;R. Zalazar
pl-k00114335;Uruguay;FORWARD;2118.4;-0.97;63;51617;D. Núñez
pl-k00114376;Argentinien;DEFENDER;1796.5;0.91;1002;6231;F. Medina
pl-k00114381;Argentinien;MIDFIELDER;1823.1;0.66;871;6067;T. Almada
pl-k00114540;Argentinien;MIDFIELDER;2048.4;-0.28;151;6716;A. Mac Allister
pl-k00114723;Frankreich;MIDFIELDER;1909.9;0.72;493;22147;M. Koné
pl-k00114736;Deutschland;FORWARD;1931.3;-0.97;429;158644;M. Beier
pl-k00114740;Ghana;MIDFIELDER;1586.3;-1.95;2606;3608;K. Sibo
pl-k00114796;Tunesien;MIDFIELDER;1672.3;0.95;1842;180560;H. Mejbri
pl-k00114872;Curacao;FORWARD;1512.8;0.0;3312;161884;S. Hansen
pl-k00114972;Kanada;GOALKEEPER;1789.3;-0.96;1040;51148;D. St. Clair
pl-k00114978;Kanada;MIDFIELDER;1767.9;-1.46;1164;51016;T. Buchanan
pl-k00114996;USA;GOALKEEPER;1654.6;0.48;1983;50728;M. Freese
pl-k00114998;USA;MIDFIELDER;1854.2;-1.96;715;50739;B. Aaronson
pl-k00115053;Japan;DEFENDER;1512.1;1.16;3319;33165;A. Seko
pl-k00115136;Japan;FORWARD;1857.1;-1.93;700;72155;A. Ueda
pl-k00115166;Japan;FORWARD;1853.7;-1.5;718;33224;D. Maeda
pl-k00115227;Japan;DEFENDER;1759.2;1.9;1213;32858;T. Watanabe
pl-k00115263;Elfenbeinküste;DEFENDER;1868.7;-0.25;647;30504;W. Singo
pl-k00115268;Mexiko;DEFENDER;1634.8;0.47;2158;51051;J. Araujo
pl-k00115533;Kroatien;FORWARD;1778.5;0.9;1101;202696;I. Matanović
pl-k00115539;Südafrika;FORWARD;1553.0;-0.73;2919;98936;L. Foster
pl-k00115590;Kolumbien;MIDFIELDER;1752.6;0.72;1256;5994;J. Carrascal
pl-k00115605;Schottland;GOALKEEPER;1608.3;0.0;2397;44937;L. Kelly
pl-k00115622;Paraguay;DEFENDER;1899.8;0.46;541;6168;O. Alderete
pl-k00115688;Argentinien;DEFENDER;2033.8;0.48;180;6503;N. Molina
pl-k00115723;Ecuador;DEFENDER;1734.2;0.92;1381;63964;F. Torres
pl-k00115737;Kolumbien;FORWARD;1300.5;0.21;5427;393877;Jorge Luis Rivaldo Pinto
pl-k00115738;Kolumbien;GOALKEEPER;1732.8;2.16;1392;2481;Á. Montero
pl-k00115740;Argentinien;DEFENDER;2046.0;3.1;157;2467;Lisandro Martínez
pl-k00115743;Mexiko;MIDFIELDER;1919.0;0.96;462;2888;C. Rodríguez
pl-k00115744;Mexiko;FORWARD;1977.3;0.0;305;2889;A. Vega
pl-k00115782;Paraguay;MIDFIELDER;1659.6;0.0;1942;70566;M. Villasanti
pl-k00115787;Paraguay;DEFENDER;1420.5;0.0;4229;70723;A. Benítez
pl-k00115794;Paraguay;DEFENDER;1605.3;0.24;2425;70732;J. Canale
pl-k00115803;Panama;GOALKEEPER;1648.5;0.0;2032;2967;L. Mejía
pl-k00115805;Paraguay;FORWARD;1816.8;1.4;896;70747;J. Enciso
pl-k00115806;Panama;DEFENDER;1498.0;0.47;3458;2975;C. Blackman
pl-k00115934;Kolumbien;DEFENDER;1893.6;-0.97;562;13571;W. Ditta
pl-k00116010;Spanien;MIDFIELDER;2168.8;3.75;37;47315;Martín Zubimendi
pl-k00116213;Uruguay;FORWARD;1861.0;0.72;681;51618;B. Rodríguez
pl-k00116395;Türkei;DEFENDER;1828.2;-0.03;849;50057;E. Elmalı
pl-k00116479;Senegal;MIDFIELDER;1773.2;2.86;1136;41552;P. Ciss
pl-k00116517;Portugal;MIDFIELDER;2098.6;5.98;83;128384;Vitinha
pl-k00116544;Spanien;FORWARD;1830.7;0.69;839;184226;Yeremy Pino
pl-k00116568;Tschechien;GOALKEEPER;1799.4;0.48;982;269349;L. Horníček
pl-k00116607;Portugal;DEFENDER;1894.7;2.63;558;161939;Tomás Araújo
pl-k00116618;England;GOALKEEPER;2028.9;0.72;190;162489;J. Trafford
pl-k00116621;England;DEFENDER;2007.2;-1.2;243;158694;T. Livramento
pl-k00116627;England;FORWARD;2137.5;1.84;52;136723;N. Madueke
pl-k00116636;Belgien;GOALKEEPER;1975.1;1.92;314;162511;S. Lammens
pl-k00116650;Belgien;FORWARD;2160.9;2.38;42;1422;J. Doku
pl-k00116659;Marokko;DEFENDER;1870.4;0.47;640;162451;A. Salah-Eddine
pl-k00116718;DR Kongo;MIDFIELDER;1538.8;0.24;3057;129670;N. Mbuku
pl-k00116727;Irak;DEFENDER;1476.4;-0.01;3673;145465;Hussein Ali
pl-k00116730;Schweden;MIDFIELDER;1910.6;-1.21;490;153430;A. Elanga
pl-k00116735;Bosnien-Herzegowina;MIDFIELDER;1595.9;0.69;2514;70514;A. Gigović
pl-k00117046;Japan;GOALKEEPER;1608.7;0.0;2393;199578;Z. Suzuki
pl-k00117047;Kap Verde;GOALKEEPER;1832.2;0.0;831;163200;C. dos Santos
pl-k00117048;USA;DEFENDER;2100.8;1.9;79;38735;S. Dest
pl-k00117065;Norwegen;MIDFIELDER;1925.1;1.67;444;39073;J. Hauge
pl-k00117066;Norwegen;MIDFIELDER;1812.4;0.95;919;39143;K. Thorstvedt
pl-k00117247;Haiti;GOALKEEPER;919.1;;9239;123742;J. Duverger
pl-k00117251;Haiti;DEFENDER;1673.5;0.24;1831;12303;Ricardo Ade
pl-k00117270;Haiti;FORWARD;1497.0;0.0;3468;8601;F. Pierrot
pl-k00117527;Uruguay;DEFENDER;2121.0;0.96;62;101814;R. Araújo
pl-k00117544;Senegal;DEFENDER;1729.4;2.11;1410;174881;M. Mbow
pl-k00117605;Neuseeland;DEFENDER;1541.3;-0.02;3032;94344;N. Pijnaker
pl-k00117607;Neuseeland;MIDFIELDER;1479.8;1.91;3639;94333;E. Just
pl-k00117608;Neuseeland;MIDFIELDER;1740.4;0.47;1338;94541;J. Bell
pl-k00117610;Neuseeland;MIDFIELDER;1241.3;-0.24;6018;6935;S. Singh
pl-k00117612;Neuseeland;DEFENDER;1554.9;0.0;2900;6931;L. Cacace
pl-k00117615;Neuseeland;DEFENDER;1432.0;-0.72;4114;6932;C. Elliot
pl-k00117616;Neuseeland;FORWARD;1437.3;0.22;4061;6938;B. Waine
pl-k00117619;Katar;GOALKEEPER;1636.3;0.72;2144;136503;Salah Zakaria
pl-k00117627;Katar;MIDFIELDER;1318.1;0.0;5251;71400;Yusuf Abdurisag
pl-k00117630;Katar;DEFENDER;1558.1;-1.45;2869;175439;Homam Ahmed
pl-k00117636;Katar;GOALKEEPER;1337.7;-0.24;5056;42055;Shehab Ellethy
pl-k00117676;Ägypten;DEFENDER;1068.7;-1.69;7744;477901;Khaled Ahmed
pl-k00117677;Ägypten;MIDFIELDER;1325.5;0.7;5177;2660;Nabil Emad Dunga
pl-k00117727;Saudi-Arabien;DEFENDER;1886.0;0.71;590;44594;Saud Abdulhamid
pl-k00117731;Saudi-Arabien;DEFENDER;1943.9;1.65;393;44362;Hassan Tambakti
pl-k00117738;Saudi-Arabien;MIDFIELDER;1539.9;-0.24;3046;44701;Khalid Al Ghannam
pl-k00117763;Südafrika;FORWARD;1374.5;2.62;4688;179893;O. Appollis
pl-k00117780;Panama;MIDFIELDER;1673.1;-0.24;1835;71230;C. Harvey
pl-k00117789;Panama;FORWARD;1180.3;;6628;57910;T. Rodríguez
pl-k00117900;Südafrika;GOALKEEPER;1535.2;1.68;3093;3275;R. Williams
pl-k00117968;DR Kongo;FORWARD;1702.9;0.24;1603;20674;S. Banza
pl-k00117979;Algerien;MIDFIELDER;1681.4;-0.49;1772;4399;H. Boudaoui
pl-k00118072;Österreich;DEFENDER;1682.2;3.83;1764;7090;M. Svoboda
pl-k00118242;Paraguay;MIDFIELDER;1904.5;-1.21;521;106485;Maurício
pl-k00118244;Tunesien;GOALKEEPER;1235.9;-0.96;6072;49424;A. Dahmen
pl-k00118384;USA;FORWARD;1810.7;0.47;927;73868;R. Pepi
pl-k00118385;Kanada;MIDFIELDER;1489.4;-0.48;3544;50826;J. Shaffelburg
pl-k00118634;Norwegen;DEFENDER;1686.7;-1.94;1725;39362;M. Pedersen
pl-k00118662;Tschechien;GOALKEEPER;948.3;-0.25;8948;811;J. Kovařík
pl-k00118670;Tschechien;DEFENDER;1714.5;-0.73;1511;128772;D. Zima
pl-k00118676;Tschechien;MIDFIELDER;1658.7;-0.03;1947;66387;P. Šulc
pl-k00118737;Schweden;DEFENDER;1952.8;0.44;373;47969;G. Gudmundsson
pl-k00118751;Schottland;FORWARD;1732.2;-0.3;1396;19524;C. Adams
pl-k00118755;USA;MIDFIELDER;1646.4;-0.48;2051;161921;G. Reyna
pl-k00118788;Brasilien;FORWARD;2141.1;0.21;49;127769;Gabriel Martinelli
pl-k00119808;Algerien;MIDFIELDER;1823.7;2.11;869;129047;R. Zerrouki
pl-k00119829;Portugal;DEFENDER;2083.3;2.85;101;263482;Nuno Mendes
pl-k00120081;Elfenbeinküste;DEFENDER;1954.4;-1.45;370;48119;O. Kossounou
pl-k00120099;Tschechien;DEFENDER;1701.0;0.0;1618;66407;L. Krejčí
pl-k00120125;Tschechien;MIDFIELDER;1401.4;2.59;4419;66253;T. Ladra
pl-k00121256;DR Kongo;DEFENDER;1356.1;0.45;4872;8445;D. Batubinsika
pl-k00121260;Senegal;DEFENDER;1476.2;0.0;3675;8450;A. Seck
pl-k00121357;Schweden;FORWARD;1798.4;2.86;989;48002;B. Nygren
pl-k00121878;Elfenbeinküste;FORWARD;1804.8;-0.72;955;137303;E. Guessand
pl-k00121912;Tschechien;MIDFIELDER;1690.2;0.93;1704;66353;L. Provod
pl-k00123095;Spanien;MIDFIELDER;1967.0;-1.22;336;182219;Álex Baena
pl-k00123112;Südkorea;MIDFIELDER;1108.1;;7350;358335;Jun-Gyu Lee
pl-k00123303;USA;FORWARD;1843.3;-0.49;765;138835;F. Balogun
pl-k00123383;Mexiko;DEFENDER;1703.2;0.92;1600;35544;J. Vásquez
pl-k00123466;Mexiko;MIDFIELDER;1776.3;0.71;1116;35970;L. Romo
pl-k00123544;Neuseeland;FORWARD;1408.7;1.43;4346;158688;J. Randall
pl-k00123545;Neuseeland;MIDFIELDER;1539.1;0.93;3054;180455;M. Garbett
pl-k00123553;Neuseeland;DEFENDER;1385.7;0.42;4576;179856;B. Old
pl-k00123555;Neuseeland;MIDFIELDER;1657.5;-0.3;1959;179862;M. Stamenić
pl-k00123588;Ägypten;MIDFIELDER;1453.4;-0.26;3900;20844;H. Hassan
pl-k00123602;Niederlande;GOALKEEPER;2144.3;0.47;47;129058;B. Verbruggen
pl-k00123610;Spanien;MIDFIELDER;2365.2;3.6;1;133609;Pedri
pl-k00123794;Senegal;MIDFIELDER;1914.7;0.22;478;237129;P. Sarr
pl-k00123844;Ecuador;DEFENDER;2109.2;-0.01;72;127817;P. Hincapié
pl-k00123857;Ecuador;FORWARD;1517.6;0.95;3264;237122;J. Mercado
pl-k00123858;Ecuador;MIDFIELDER;1730.6;0.72;1405;237078;P. Vite
pl-k00123893;Haiti;MIDFIELDER;1052.5;0.0;7906;237142;C. Sainté
pl-k00123957;Frankreich;FORWARD;2099.2;3.34;80;156477;R. Cherki
pl-k00123960;Südkorea;DEFENDER;587.0;;12417;452374;I. Lee
pl-k00123962;Südkorea;DEFENDER;587.0;;12417;452374;I. Lee
pl-k00123977;Südkorea;MIDFIELDER;1658.4;0.19;1950;237050;Eom Ji-Sung
pl-k00123994;Belgien;FORWARD;1872.0;1.43;634;147859;C. De Ketelaere
pl-k00124076;Elfenbeinküste;FORWARD;2030.3;-0.73;187;157997;A. Diallo
pl-k00124742;Australien;GOALKEEPER;1361.2;0.0;4821;6870;P. Izzo
pl-k00124769;Australien;DEFENDER;1545.8;2.59;2987;153622;K. Trewin
pl-k00124790;Australien;GOALKEEPER;1427.4;-0.24;4160;7029;J. Gauci
pl-k00124795;Australien;DEFENDER;1504.6;-0.02;3393;6908;N. Atkinson
pl-k00124798;Australien;MIDFIELDER;1553.3;-0.24;2916;6904;C. Metcalfe
pl-k00124901;Australien;MIDFIELDER;1701.9;2.13;1612;6832;C. Devlin
pl-k00124927;England;MIDFIELDER;2062.7;2.4;132;129718;J. Bellingham
pl-k00124952;Spanien;GOALKEEPER;2315.5;2.4;3;19465;David Raya
pl-k00124965;England;FORWARD;2212.2;-1.2;17;19366;O. Watkins
pl-k00124974;Ghana;FORWARD;2116.9;0.92;64;19281;A. Semenyo
pl-k00125047;England;DEFENDER;1975.9;-1.94;310;19235;D. Spence
pl-k00125107;Katar;GOALKEEPER;1721.3;-0.72;1461;42021;Meshaal Barsham
pl-k00125116;Saudi-Arabien;DEFENDER;1890.7;1.66;574;44335;Hassan Kadesh
pl-k00125119;Saudi-Arabien;MIDFIELDER;1854.9;0.71;711;44339;Nasser Al Dawsari
pl-k00125123;Saudi-Arabien;FORWARD;1411.4;0.24;4319;44551;Saleh Al Shehri
pl-k00125129;Tunesien;DEFENDER;1181.4;0.0;6617;2950;A. Mohamed
pl-k00125171;England;MIDFIELDER;2172.9;0.7;33;19586;E. Eze
pl-k00125181;Frankreich;FORWARD;2195.3;3.84;26;19617;M. Olise
pl-k00125266;Kap Verde;DEFENDER;1963.9;0.0;347;21997;Logan Costa
pl-k00125269;Österreich;MIDFIELDER;1723.7;1.18;1444;126642;P. Wimmer
pl-k00125275;Schottland;DEFENDER;1871.7;0.23;635;44871;A. Hickey
pl-k00125311;Schottland;FORWARD;1520.4;-1.23;3236;45307;L. Dykes
pl-k00125406;Schottland;FORWARD;1626.9;0.45;2228;45078;R. Stewart
pl-k00125655;Ghana;GOALKEEPER;1335.5;0.48;5078;144709;J. Anang
pl-k00125842;Kanada;DEFENDER;1921.9;-0.48;452;78547;A. Johnston
pl-k00125872;USA;MIDFIELDER;1860.8;3.12;682;201713;S. Berhalter
pl-k00125875;Kanada;DEFENDER;1701.4;0.47;1615;78494;J. Waterman
pl-k00125972;Curacao;MIDFIELDER;1354.8;0.23;4885;309763;L. Comenencia
pl-k00126071;Australien;FORWARD;1539.1;0.48;3054;198352;M. Touré
pl-k00126161;Japan;MIDFIELDER;1815.0;0.67;905;199143;Y. Suzuki
pl-k00126190;Marokko;MIDFIELDER;1624.0;2.14;2253;129678;A. Ounahi
