ID;Verein;Position;Marktwert TM;TM-Stärke;exp_games;Erwartete Spiele (TM);exp_gd;Erwartete Tordifferenz (TM)
pl-k00150098;Elfenbeinküste;DEFENDER;18000000;0.36;3.89;1.4004;-2.143;-0.7715
pl-k00150138;Bosnien-Herzegowina;MIDFIELDER;5000000;0.2273;3.738;0.8495;-2.61;-0.5932
pl-k00150653;Norwegen;MIDFIELDER;25000000;0.125;4.789;0.5986;0.91;0.1138
pl-k00150687;Schweden;DEFENDER;25000000;0.2083;3.796;0.7908;-2.337;-0.4869
pl-k00150715;Brasilien;FORWARD;25000000;0.1389;5.351;0.7432;5.126;0.7119
pl-k00150818;Ghana;FORWARD;;0.0;3.144;0.0;-6.374;-0.0
pl-k00150839;Schweden;GOALKEEPER;;0.0;3.796;0.0;-2.337;-0.0
pl-k00151785;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00151824;Ecuador;GOALKEEPER;;0.0;5.04;0.0;4.088;0.0
pl-k00151835;Marokko;DEFENDER;12000000;0.15;4.418;0.6627;0.331;0.0496
pl-k00151939;England;MIDFIELDER;40000000;0.25;5.687;1.4218;6.383;1.5958
pl-k00151949;Bosnien-Herzegowina;MIDFIELDER;4500000;0.2045;3.738;0.7646;-2.61;-0.5339
pl-k00151950;Kanada;GOALKEEPER;150000;0.003;4.653;0.014;1.822;0.0055
pl-k00151955;Schweden;MIDFIELDER;30000000;0.25;3.796;0.949;-2.337;-0.5843
pl-k00151994;Saudi-Arabien;GOALKEEPER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00151999;Katar;MIDFIELDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00152040;Argentinien;MIDFIELDER;65000000;0.65;5.991;3.8942;8.658;5.6277
pl-k00152043;England;DEFENDER;40000000;0.25;5.687;1.4218;6.383;1.5958
pl-k00152134;Argentinien;FORWARD;;0.0;5.991;0.0;8.658;0.0
pl-k00152144;Niederlande;DEFENDER;35000000;0.3889;5.268;2.0487;3.773;1.4673
pl-k00152225;Schweden;MIDFIELDER;;0.0;3.796;0.0;-2.337;-0.0
pl-k00152229;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00152337;Ecuador;FORWARD;5000000;0.0455;5.04;0.2291;4.088;0.1858
pl-k00152382;Norwegen;GOALKEEPER;1300000;0.0065;4.789;0.0311;0.91;0.0059
pl-k00152578;Haiti;MIDFIELDER;150000;0.0083;3.218;0.0268;-5.302;-0.0442
pl-k00152897;DR Kongo;MIDFIELDER;12000000;0.4286;3.371;1.4447;-4.126;-1.7683
pl-k00153055;Elfenbeinküste;MIDFIELDER;4000000;0.08;3.89;0.3112;-2.143;-0.1714
pl-k00153445;Kolumbien;FORWARD;5000000;0.0714;5.21;0.3721;3.512;0.2509
pl-k00153481;Kolumbien;MIDFIELDER;3000000;0.0429;5.21;0.2233;3.512;0.1505
pl-k00153492;Schweden;MIDFIELDER;40000000;0.3333;3.796;1.2653;-2.337;-0.779
pl-k00153529;Ghana;DEFENDER;;0.0;3.144;0.0;-6.374;-0.0
pl-k00153553;Ägypten;MIDFIELDER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00153662;Japan;MIDFIELDER;25000000;0.8333;4.848;4.04;1.906;1.5883
pl-k00153748;Curacao;MIDFIELDER;;0.0;3.121;0.0;-6.73;-0.0
pl-k00153779;Schweiz;MIDFIELDER;30000000;0.75;5.181;3.8858;4.737;3.5528
pl-k00154062;Belgien;FORWARD;3000000;0.0462;4.876;0.225;2.814;0.1299
pl-k00154134;USA;DEFENDER;;0.0;3.74;0.0;-2.316;-0.0
pl-k00154187;Kanada;DEFENDER;8000000;0.16;4.653;0.7445;1.822;0.2915
pl-k00154861;Mexiko;MIDFIELDER;;0.0;4.905;0.0;2.864;0.0
pl-k00155533;Senegal;MIDFIELDER;30000000;0.6667;4.598;3.0653;0.171;0.114
pl-k00155566;Ghana;GOALKEEPER;350000;0.0054;3.144;0.0169;-6.374;-0.0343
pl-k00155772;Spanien;FORWARD;120000000;1.0;6.547;6.547;13.21;13.21
pl-k00155823;Kroatien;DEFENDER;40000000;0.5714;4.93;2.8171;2.779;1.588
pl-k00155858;Ecuador;DEFENDER;4000000;0.0364;5.04;0.1833;4.088;0.1487
pl-k00155860;Ecuador;MIDFIELDER;;0.0;5.04;0.0;4.088;0.0
pl-k00155868;Kroatien;MIDFIELDER;30000000;0.4286;4.93;2.1129;2.779;1.191
pl-k00156015;Deutschland;MIDFIELDER;60000000;0.4615;5.097;2.3525;3.97;1.8323
pl-k00156130;Brasilien;FORWARD;;0.0;5.351;0.0;5.126;0.0
pl-k00156476;Panama;DEFENDER;;0.0;3.879;0.0;-2.104;-0.0
pl-k00156642;Ecuador;GOALKEEPER;;0.0;5.04;0.0;4.088;0.0
pl-k00156656;Ecuador;MIDFIELDER;5500000;0.05;5.04;0.252;4.088;0.2044
pl-k00156668;Usbekistan;DEFENDER;35000000;1.0;3.684;3.684;-2.905;-2.905
pl-k00156671;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00156678;Usbekistan;MIDFIELDER;600000;0.0171;3.684;0.0632;-2.905;-0.0498
pl-k00156680;Usbekistan;MIDFIELDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00156687;Usbekistan;FORWARD;;0.0;3.684;0.0;-2.905;-0.0
pl-k00156869;Südkorea;MIDFIELDER;;0.0;4.339;0.0;0.171;0.0
pl-k00157020;Spanien;DEFENDER;30000000;0.25;6.547;1.6368;13.21;3.3025
pl-k00157077;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00157528;Norwegen;DEFENDER;4500000;0.0225;4.789;0.1078;0.91;0.0205
pl-k00157538;Kanada;DEFENDER;;0.0;4.653;0.0;1.822;0.0
pl-k00157541;Kroatien;MIDFIELDER;;0.0;4.93;0.0;2.779;0.0
pl-k00157754;Belgien;DEFENDER;600000;0.0092;4.876;0.045;2.814;0.026
pl-k00157847;Kolumbien;MIDFIELDER;5000000;0.0714;5.21;0.3721;3.512;0.2509
pl-k00157873;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00158117;Panama;FORWARD;;0.0;3.879;0.0;-2.104;-0.0
pl-k00158118;Panama;GOALKEEPER;;0.0;3.879;0.0;-2.104;-0.0
pl-k00158296;Senegal;FORWARD;12000000;0.2667;4.598;1.2261;0.171;0.0456
pl-k00158506;Bosnien-Herzegowina;MIDFIELDER;;0.0;3.738;0.0;-2.61;-0.0
pl-k00158727;Australien;DEFENDER;500000;0.0833;4.066;0.3388;-0.993;-0.0827
pl-k00158935;Marokko;MIDFIELDER;8000000;0.1;4.418;0.4418;0.331;0.0331
pl-k00159168;Österreich;GOALKEEPER;;0.0;4.129;0.0;-1.1;-0.0
pl-k00159278;Kap Verde;DEFENDER;7000000;0.3889;3.272;1.2724;-5.876;-2.2851
pl-k00159373;Algerien;DEFENDER;7000000;0.175;3.705;0.6484;-2.846;-0.498
pl-k00159375;Marokko;DEFENDER;4500000;0.0562;4.418;0.2485;0.331;0.0186
pl-k00159415;Ghana;FORWARD;3500000;0.0538;3.144;0.1693;-6.374;-0.3432
pl-k00159775;Usbekistan;FORWARD;400000;0.0114;3.684;0.0421;-2.905;-0.0332
pl-k00159810;Kanada;DEFENDER;300000;0.006;4.653;0.0279;1.822;0.0109
pl-k00159983;Kap Verde;FORWARD;1200000;0.0667;3.272;0.2181;-5.876;-0.3917
pl-k00160199;Ecuador;FORWARD;;0.0;5.04;0.0;4.088;0.0
pl-k00160498;Bosnien-Herzegowina;MIDFIELDER;;0.0;3.738;0.0;-2.61;-0.0
pl-k00160664;Algerien;FORWARD;;0.0;3.705;0.0;-2.846;-0.0
pl-k00161073;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00161351;Senegal;DEFENDER;1500000;0.0333;4.598;0.1533;0.171;0.0057
pl-k00161633;Marokko;MIDFIELDER;40000000;0.5;4.418;2.209;0.331;0.1655
pl-k00161642;Türkei;DEFENDER;16000000;0.3556;4.976;1.7692;2.252;0.8007
pl-k00162106;Neuseeland;MIDFIELDER;;0.0;3.48;0.0;-3.434;-0.0
pl-k00162640;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00162760;Iran;MIDFIELDER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00162762;Iran;FORWARD;500000;0.1429;4.3;0.6143;-0.05;-0.0071
pl-k00162785;Uruguay;FORWARD;;0.0;4.672;0.0;1.55;0.0
pl-k00162898;Bosnien-Herzegowina;MIDFIELDER;8000000;0.3636;3.738;1.3593;-2.61;-0.9491
pl-k00162977;DR Kongo;FORWARD;;0.0;3.371;0.0;-4.126;-0.0
pl-k00163051;Südafrika;GOALKEEPER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00163067;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00163078;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00163084;Südafrika;MIDFIELDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00163113;Irak;GOALKEEPER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00163114;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00163117;Algerien;GOALKEEPER;;0.0;3.705;0.0;-2.846;-0.0
pl-k00163118;Algerien;DEFENDER;;0.0;3.705;0.0;-2.846;-0.0
pl-k00163127;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00163129;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00163131;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00163134;Irak;FORWARD;;0.0;3.185;0.0;-5.568;-0.0
pl-k00163135;Irak;FORWARD;2000000;0.6667;3.185;2.1233;-5.568;-3.712
pl-k00163193;Südafrika;FORWARD;;0.0;3.314;0.0;-4.325;-0.0
pl-k00163292;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163293;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163294;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163295;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163296;Jordanien;GOALKEEPER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163300;Jordanien;FORWARD;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163301;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163310;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163312;Jordanien;GOALKEEPER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163313;Jordanien;FORWARD;;0.0;3.484;0.0;-3.906;-0.0
pl-k00163335;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00163337;Usbekistan;GOALKEEPER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00163340;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00163342;Usbekistan;GOALKEEPER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00163343;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00163344;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00163345;Usbekistan;MIDFIELDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00164025;Mexiko;FORWARD;;0.0;4.905;0.0;2.864;0.0
pl-k00164068;Marokko;MIDFIELDER;8000000;0.1;4.418;0.4418;0.331;0.0331
pl-k00164170;Katar;MIDFIELDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00164204;Ägypten;DEFENDER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00164206;Jordanien;GOALKEEPER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00164207;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00164208;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00164234;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00164244;Algerien;DEFENDER;1200000;0.03;3.705;0.1112;-2.846;-0.0854
pl-k00164280;Iran;MIDFIELDER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00164281;Saudi-Arabien;GOALKEEPER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00164282;Iran;MIDFIELDER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00164297;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00164331;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00164341;Usbekistan;FORWARD;;0.0;3.684;0.0;-2.905;-0.0
pl-k00164366;Algerien;FORWARD;1300000;0.0325;3.705;0.1204;-2.846;-0.0925
pl-k00164398;Senegal;DEFENDER;;0.0;4.598;0.0;0.171;0.0
pl-k00164434;Schweden;MIDFIELDER;;0.0;3.796;0.0;-2.337;-0.0
pl-k00164504;Marokko;FORWARD;;0.0;4.418;0.0;0.331;0.0
pl-k00165013;Algerien;FORWARD;2000000;0.05;3.705;0.1853;-2.846;-0.1423
pl-k00165535;Japan;FORWARD;2500000;0.0833;4.848;0.404;1.906;0.1588
pl-k00165936;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00165980;Iran;MIDFIELDER;800000;0.2286;4.3;0.9829;-0.05;-0.0114
pl-k00166081;Algerien;DEFENDER;;0.0;3.705;0.0;-2.846;-0.0
pl-k00166588;Kolumbien;MIDFIELDER;;0.0;5.21;0.0;3.512;0.0
pl-k00166769;Panama;DEFENDER;;0.0;3.879;0.0;-2.104;-0.0
pl-k00166848;Paraguay;FORWARD;;0.0;4.452;0.0;0.178;0.0
pl-k00167079;Norwegen;DEFENDER;;0.0;4.789;0.0;0.91;0.0
pl-k00167795;Haiti;DEFENDER;;0.0;3.218;0.0;-5.302;-0.0
pl-k00168538;Mexiko;GOALKEEPER;;0.0;4.905;0.0;2.864;0.0
pl-k00168586;Panama;DEFENDER;1000000;0.1;3.879;0.3879;-2.104;-0.2104
pl-k00168599;Paraguay;DEFENDER;;0.0;4.452;0.0;0.178;0.0
pl-k00168931;Irak;GOALKEEPER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00168935;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00169048;Tschechien;FORWARD;;0.0;4.198;0.0;-0.433;-0.0
pl-k00169114;Ägypten;MIDFIELDER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00169120;Paraguay;MIDFIELDER;;0.0;4.452;0.0;0.178;0.0
pl-k00169163;Neuseeland;DEFENDER;1500000;0.1875;3.48;0.6525;-3.434;-0.6439
pl-k00169646;Ghana;MIDFIELDER;;0.0;3.144;0.0;-6.374;-0.0
pl-k00169695;Algerien;FORWARD;3000000;0.075;3.705;0.2779;-2.846;-0.2134
pl-k00169738;Tschechien;MIDFIELDER;;0.0;4.198;0.0;-0.433;-0.0
pl-k00170043;Algerien;MIDFIELDER;5000000;0.125;3.705;0.4631;-2.846;-0.3558
pl-k00170138;Kanada;FORWARD;13000000;0.26;4.653;1.2098;1.822;0.4737
pl-k00171059;Norwegen;DEFENDER;;0.0;4.789;0.0;0.91;0.0
pl-k00171525;Senegal;FORWARD;25000000;0.5556;4.598;2.5544;0.171;0.095
pl-k00172013;DR Kongo;MIDFIELDER;;0.0;3.371;0.0;-4.126;-0.0
pl-k00172054;Türkei;FORWARD;;0.0;4.976;0.0;2.252;0.0
pl-k00172178;Elfenbeinküste;MIDFIELDER;;0.0;3.89;0.0;-2.143;-0.0
pl-k00172237;Ghana;FORWARD;3500000;0.0538;3.144;0.1693;-6.374;-0.3432
pl-k00172933;Schottland;MIDFIELDER;750000;0.0167;4.12;0.0687;-0.984;-0.0164
pl-k00173156;Neuseeland;DEFENDER;;0.0;3.48;0.0;-3.434;-0.0
pl-k00173161;Australien;DEFENDER;;0.0;4.066;0.0;-0.993;-0.0
pl-k00173746;Bosnien-Herzegowina;DEFENDER;1000000;0.0455;3.738;0.1699;-2.61;-0.1186
pl-k00174370;Spanien;FORWARD;;0.0;6.547;0.0;13.21;0.0
pl-k00174671;Japan;FORWARD;;0.0;4.848;0.0;1.906;0.0
pl-k00174699;Mexiko;MIDFIELDER;;0.0;4.905;0.0;2.864;0.0
pl-k00174794;Elfenbeinküste;FORWARD;25000000;0.5;3.89;1.945;-2.143;-1.0715
pl-k00176299;Elfenbeinküste;FORWARD;45000000;0.9;3.89;3.501;-2.143;-1.9287
pl-k00176341;Ecuador;MIDFIELDER;;0.0;5.04;0.0;4.088;0.0
pl-k00176354;Norwegen;DEFENDER;;0.0;4.789;0.0;0.91;0.0
pl-k00176368;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00176529;Ägypten;FORWARD;;0.0;3.951;0.0;-1.446;-0.0
pl-k00177011;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00177016;Südafrika;FORWARD;;0.0;3.314;0.0;-4.325;-0.0
pl-k00177713;Tschechien;MIDFIELDER;;0.0;4.198;0.0;-0.433;-0.0
pl-k00177919;Mexiko;DEFENDER;;0.0;4.905;0.0;2.864;0.0
pl-k00177949;Haiti;DEFENDER;;0.0;3.218;0.0;-5.302;-0.0
pl-k00177969;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00177972;Saudi-Arabien;MIDFIELDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00177974;Saudi-Arabien;FORWARD;;0.0;3.316;0.0;-5.57;-0.0
pl-k00177978;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00177981;Panama;DEFENDER;;0.0;3.879;0.0;-2.104;-0.0
pl-k00178067;Tunesien;FORWARD;;0.0;3.434;0.0;-3.766;-0.0
pl-k00178191;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00179915;Jordanien;FORWARD;;0.0;3.484;0.0;-3.906;-0.0
pl-k00180202;Ghana;DEFENDER;;0.0;3.144;0.0;-6.374;-0.0
pl-k00180334;Tunesien;FORWARD;;0.0;3.434;0.0;-3.766;-0.0
pl-k00181348;Tunesien;DEFENDER;;0.0;3.434;0.0;-3.766;-0.0
pl-k00181848;Australien;MIDFIELDER;;0.0;4.066;0.0;-0.993;-0.0
pl-k00182019;Paraguay;DEFENDER;;0.0;4.452;0.0;0.178;0.0
pl-k00182504;Saudi-Arabien;MIDFIELDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00182644;Saudi-Arabien;MIDFIELDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00182788;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00182789;Saudi-Arabien;DEFENDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00182969;Paraguay;MIDFIELDER;2000000;0.08;4.452;0.3562;0.178;0.0142
pl-k00183117;Jordanien;GOALKEEPER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183122;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183124;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183130;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183135;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183139;Jordanien;FORWARD;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183142;Jordanien;FORWARD;;0.0;3.484;0.0;-3.906;-0.0
pl-k00183298;Usbekistan;MIDFIELDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00183340;Iran;GOALKEEPER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00183346;Iran;DEFENDER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00183403;Kap Verde;DEFENDER;;0.0;3.272;0.0;-5.876;-0.0
pl-k00183407;Kap Verde;MIDFIELDER;400000;0.0222;3.272;0.0727;-5.876;-0.1306
pl-k00183839;Saudi-Arabien;MIDFIELDER;;0.0;3.316;0.0;-5.57;-0.0
pl-k00184849;Katar;GOALKEEPER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00184850;Katar;DEFENDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00184851;Katar;FORWARD;;0.0;3.194;0.0;-5.532;-0.0
pl-k00184852;Katar;MIDFIELDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00185081;Algerien;GOALKEEPER;;0.0;3.705;0.0;-2.846;-0.0
pl-k00185671;Ghana;GOALKEEPER;;0.0;3.144;0.0;-6.374;-0.0
pl-k00185831;Haiti;DEFENDER;;0.0;3.218;0.0;-5.302;-0.0
pl-k00186204;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00186303;Iran;FORWARD;;0.0;4.3;0.0;-0.05;-0.0
pl-k00186316;Katar;DEFENDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00186356;Mexiko;FORWARD;;0.0;4.905;0.0;2.864;0.0
pl-k00186383;Marokko;DEFENDER;;0.0;4.418;0.0;0.331;0.0
pl-k00186771;Südafrika;GOALKEEPER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00186772;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00186773;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00186804;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00186805;Südafrika;MIDFIELDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00186806;Südafrika;FORWARD;;0.0;3.314;0.0;-4.325;-0.0
pl-k00186807;Südafrika;FORWARD;;0.0;3.314;0.0;-4.325;-0.0
pl-k00187286;Algerien;FORWARD;;0.0;3.705;0.0;-2.846;-0.0
pl-k00187495;Algerien;FORWARD;;0.0;3.705;0.0;-2.846;-0.0
pl-k00187691;Senegal;MIDFIELDER;;0.0;4.598;0.0;0.171;0.0
pl-k00192544;Ecuador;FORWARD;;0.0;5.04;0.0;4.088;0.0
pl-k00193378;Tunesien;GOALKEEPER;;0.0;3.434;0.0;-3.766;-0.0
pl-k00194142;Schweden;DEFENDER;;0.0;3.796;0.0;-2.337;-0.0
pl-k00194337;Südafrika;DEFENDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00194341;Katar;DEFENDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00194733;Haiti;MIDFIELDER;100000;0.0056;3.218;0.0179;-5.302;-0.0295
pl-k00195271;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00195272;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00195273;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00195274;Irak;FORWARD;;0.0;3.185;0.0;-5.568;-0.0
pl-k00195395;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00195396;Jordanien;MIDFIELDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00195444;Tunesien;GOALKEEPER;;0.0;3.434;0.0;-3.766;-0.0
pl-k00195446;Tunesien;DEFENDER;;0.0;3.434;0.0;-3.766;-0.0
pl-k00195447;Tunesien;DEFENDER;;0.0;3.434;0.0;-3.766;-0.0
pl-k00195449;Tunesien;FORWARD;;0.0;3.434;0.0;-3.766;-0.0
pl-k00195453;Usbekistan;FORWARD;;0.0;3.684;0.0;-2.905;-0.0
pl-k00195655;Algerien;DEFENDER;;0.0;3.705;0.0;-2.846;-0.0
pl-k00195661;Iran;FORWARD;;0.0;4.3;0.0;-0.05;-0.0
pl-k00195662;Ägypten;GOALKEEPER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00195663;Ägypten;GOALKEEPER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00195664;Ägypten;DEFENDER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00196610;Ecuador;MIDFIELDER;5500000;0.05;5.04;0.252;4.088;0.2044
pl-k00199799;Katar;DEFENDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00200613;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00200616;Irak;MIDFIELDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00200620;Iran;DEFENDER;;0.0;4.3;0.0;-0.05;-0.0
pl-k00200625;Jordanien;DEFENDER;;0.0;3.484;0.0;-3.906;-0.0
pl-k00200629;Ägypten;MIDFIELDER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00200796;Ghana;GOALKEEPER;;0.0;3.144;0.0;-6.374;-0.0
pl-k00201006;Ecuador;DEFENDER;;0.0;5.04;0.0;4.088;0.0
pl-k00201007;Ecuador;FORWARD;;0.0;5.04;0.0;4.088;0.0
pl-k00201011;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
