ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00114381;Thiago;Almada;Almada;Thiago Almada;Argentinien;MIDFIELDER;4000000;2;0.0
pl-k00114540;Alexis;Mac Allister;Mac Allister;Alexis Mac Allister;Argentinien;MIDFIELDER;8000000;41;3.0
pl-k00114723;Manu;Koné;Koné;Manu Koné;Frankreich;MIDFIELDER;6000000;0;0.0
pl-k00114736;Maximilian;Beier;Beier;Maximilian Beier;Deutschland;FORWARD;4000000;0;0.0
pl-k00114740;Kwasi;Sibo;Sibo;Kwasi Sibo;Ghana;MIDFIELDER;1000000;0;0.0
pl-k00114796;Hannibal;Mejbri;Hannibal;Hannibal;Tunesien;MIDFIELDER;4000000;2;0.0
pl-k00114872;Sontje;Hansen;Hansen;Sontje Hansen;Curacao;FORWARD;2000000;0;0.0
pl-k00114972;Dayne;St. Clair;St. Clair;Dayne St. Clair;Kanada;GOALKEEPER;2000000;0;0.0
pl-k00114978;Tajon;Buchanan;Buchanan;Tajon Buchanan;Kanada;MIDFIELDER;4000000;21;2.83
pl-k00114996;Matt;Freese;Freese;Matt Freese;USA;GOALKEEPER;4000000;0;0.0
pl-k00114998;Brenden;Aaronson;Aaronson;Brenden Aaronson;USA;MIDFIELDER;2000000;10;3.0
pl-k00115053;Ayumu;Seko;Seko;Ayumu Seko;Japan;DEFENDER;4000000;0;0.0
pl-k00115136;Ayase;Ueda;Ueda;Ayase Ueda;Japan;FORWARD;4000000;-2;5.0
pl-k00115166;Daizen;Maeda;Maeda;Daizen Maeda;Japan;FORWARD;4000000;11;3.83
pl-k00115227;Tsuyoshi;Watanabe;Watanabe;Tsuyoshi Watanabe;Japan;DEFENDER;4000000;0;0.0
pl-k00115263;Wilfried;Singo;Singo;Wilfried Singo;Elfenbeinküste;DEFENDER;4000000;0;0.0
pl-k00115268;Julian;Araujo;Araujo;Julian Araujo;Mexiko;DEFENDER;2000000;0;0.0
pl-k00115533;Igor;Matanovic;Matanovic;Igor Matanovic;Kroatien;FORWARD;4000000;0;0.0
pl-k00115539;Lyle;Foster;Foster;Lyle Foster;Südafrika;FORWARD;4000000;0;0.0
pl-k00115590;Jorge;Carrascal;Carrascal;Jorge Carrascal;Kolumbien;MIDFIELDER;4000000;0;0.0
pl-k00115605;Liam;Kelly;Kelly;Liam Kelly;Schottland;GOALKEEPER;1000000;0;0.0
pl-k00115622;Omar;Alderete;Alderete;Omar Alderete;Paraguay;DEFENDER;4000000;0;0.0
pl-k00115688;Nahuel;Molina;Molina;Nahuel Molina;Argentinien;DEFENDER;4000000;40;3.17
pl-k00115723;Felix;Torres;Torres;Felix Torres;Ecuador;DEFENDER;2000000;15;3.33
pl-k00115737;Luis Fernando;Diaz Marulanda;Luis Diaz;Luis Diaz;Kolumbien;FORWARD;8000000;0;0.0
pl-k00115738;Alvaro;Montero;A. Montero;Alvaro Montero;Kolumbien;GOALKEEPER;2000000;0;0.0
pl-k00115740;Lisandro;Martinez;Li. Martinez;Lisandro Martinez;Argentinien;DEFENDER;6000000;14;3.5
pl-k00115743;Carlos;Rodriguez;C. Rodriguez;Carlos Rodriguez;Mexiko;MIDFIELDER;2000000;4;0.0
pl-k00115744;Alexis;Vega;Vega;Alexis Vega;Mexiko;FORWARD;2000000;14;3.33
pl-k00115782;Mathias;Villasanti;Villasanti;Mathias Villasanti;Paraguay;MIDFIELDER;2000000;0;0.0
pl-k00115787;Alan;Benitez;A. Benitez;Alan Benitez;Paraguay;DEFENDER;1000000;0;0.0
pl-k00115794;José;Canale;Canale;José Canale;Paraguay;DEFENDER;1000000;0;0.0
pl-k00115803;Luis;Mejia;Mejia;Luis Mejia;Panama;GOALKEEPER;1000000;0;0.0
pl-k00115805;Julio;Enciso;Enciso;Julio Enciso;Paraguay;FORWARD;4000000;0;0.0
pl-k00115806;Cesar;Blackman;Blackman;Cesar Blackman;Panama;DEFENDER;2000000;0;0.0
pl-k00115934;Willer;Ditta;Ditta;Willer Ditta;Kolumbien;DEFENDER;1000000;0;0.0
pl-k00116010;Martin;Zubimendi;Zubimendi;Martin Zubimendi;Spanien;MIDFIELDER;6000000;0;0.0
pl-k00116213;Brian;Rodriguez;B. Rodriguez;Brian Rodriguez;Uruguay;FORWARD;2000000;0;0.0
pl-k00116395;Eren;Elmali;Elmali;Eren Elmali;Türkei;DEFENDER;2000000;0;0.0
pl-k00116479;Pathé;Ciss;Ciss;Pathé Ciss;Senegal;MIDFIELDER;2000000;6;4.0
pl-k00116517;Vitor;Machado Ferreira;Vitinha;Vitinha;Portugal;MIDFIELDER;8000000;12;2.5
pl-k00116544;Yeremi;Pino;Yeremy;Yeremy;Spanien;FORWARD;4000000;0;0.0
pl-k00116568;Lukas;Hornicek;Hornicek;Lukas Hornicek;Tschechien;GOALKEEPER;2000000;0;0.0
pl-k00116607;Tomas;Lemos Araujo;Tomas Araujo;Tomas Araujo;Portugal;DEFENDER;4000000;0;0.0
pl-k00116618;James;Trafford;Trafford;James Trafford;England;GOALKEEPER;1000000;0;0.0
pl-k00116621;Valentino;Livramento;Livramento;Valentino Livramento;England;DEFENDER;6000000;0;0.0
pl-k00116627;Noni;Madueke;Madueke;Noni Madueke;England;FORWARD;6000000;0;0.0
pl-k00116636;Senne;Lammens;Lammens;Senne Lammens;Belgien;GOALKEEPER;4000000;0;0.0
pl-k00116650;Jeremy;Doku;Doku;Jeremy Doku;Belgien;FORWARD;8000000;2;0.0
pl-k00116659;Anass;Salah-Eddine;Salah-Eddine;Anass Salah-Eddine;Marokko;DEFENDER;4000000;0;0.0
pl-k00116711;Adil;Aouchiche;Aouchiche;Adil Aouchiche;Algerien;MIDFIELDER;2000000;0;0.0
pl-k00116718;Nathanael;Mbuku;Mbuku;Nathanael Mbuku;DR Kongo;MIDFIELDER;4000000;0;0.0
pl-k00116727;Hussein;Ali;Ali;Hussein Ali;Irak;DEFENDER;1000000;0;0.0
pl-k00116730;Anthony;Elanga;Elanga;Anthony Elanga;Schweden;MIDFIELDER;6000000;0;0.0
pl-k00116735;Armin;Gigovic;Gigovic;Armin Gigovic;Bosnien-Herzegowina;MIDFIELDER;2000000;0;0.0
pl-k00117046;Zion;Suzuki;Z. Suzuki;Zion Suzuki;Japan;GOALKEEPER;4000000;0;0.0
pl-k00117047;CJ;dos Santos;dos Santos;CJ dos Santos;Kap Verde;GOALKEEPER;1000000;0;0.0
pl-k00117048;Sergino;Dest;Dest;Sergino Dest;USA;DEFENDER;4000000;32;2.75
pl-k00117065;Jens Petter;Hauge;Hauge;Jens Petter Hauge;Norwegen;MIDFIELDER;4000000;0;0.0
pl-k00117066;Kristian;Thorstvedt;Thorstvedt;Kristian Thorstvedt;Norwegen;MIDFIELDER;2000000;0;0.0
pl-k00117247;Josué;Duverger;Duverger;Josué Duverger;Haiti;GOALKEEPER;1000000;0;0.0
pl-k00117251;Ricardo;Adé;Adé;Ricardo Adé;Haiti;DEFENDER;1000000;0;0.0
pl-k00117270;Frantzdy;Pierrot;Pierrot;Frantzdy Pierrot;Haiti;FORWARD;2000000;0;0.0
pl-k00117527;Ronald;Araujo;R. Araujo;Ronald Araujo;Uruguay;DEFENDER;6000000;0;0.0
pl-k00117544;Moustapha;Mbow;Mbow;Moustapha Mbow;Senegal;DEFENDER;2000000;0;0.0
pl-k00117605;Nando;Pijnaker;Pijnaker;Nando Pijnaker;Neuseeland;DEFENDER;1000000;0;0.0
pl-k00117607;Elijah;Just;Just;Elijah Just;Neuseeland;MIDFIELDER;2000000;0;0.0
pl-k00117608;Joe;Bell;Bell;Joe Bell;Neuseeland;MIDFIELDER;2000000;0;0.0
pl-k00117610;Sarpreet;Singh;Singh;Sarpreet Singh;Neuseeland;MIDFIELDER;2000000;0;0.0
pl-k00117612;Liberato;Cacace;Cacace;Liberato Cacace;Neuseeland;DEFENDER;2000000;0;0.0
pl-k00117615;Callan;Elliot;Elliot;Callan Elliot;Neuseeland;DEFENDER;1000000;0;0.0
pl-k00117616;Ben;Waine;Waine;Ben Waine;Neuseeland;FORWARD;1000000;0;0.0
pl-k00117619;Salah;Zakaria;Zakaria;Salah Zakaria;Katar;GOALKEEPER;1000000;0;0.0
pl-k00117627;Yusuf;Abdurisag;Abdurisag;Yusuf Abdurisag;Katar;MIDFIELDER;1000000;0;0.0
pl-k00117630;Homam;Ahmed;Ahmed;Homam Ahmed;Katar;DEFENDER;2000000;2;4.33
pl-k00117636;Shehab;Ellethy;Ellethy;Shehab Ellethy;Katar;GOALKEEPER;1000000;0;0.0
pl-k00117676;Ahmed;Fatouh;Fatouh;Ahmed Fatouh;Ägypten;DEFENDER;1000000;0;0.0
pl-k00117677;Nabil;Emad Aly El-Mahdy Aly;Dunga;Dunga;Ägypten;MIDFIELDER;1000000;0;0.0
pl-k00117727;Saud;Abdulhamid;Abdulhamid;Saud Abdulhamid;Saudi-Arabien;DEFENDER;2000000;16;3.17
pl-k00117731;Hassan;Al-Tambakti;Al-Tambakti;Hassan Al-Tambakti;Saudi-Arabien;DEFENDER;2000000;8;3.5
pl-k00117736;Firas;Al-Buraikan;Al-Buraikan;Firas Al-Buraikan;Saudi-Arabien;FORWARD;2000000;11;3.67
pl-k00117738;Khalid;Al-Ghannam;Al-Ghannam;Khalid Al-Ghannam;Saudi-Arabien;MIDFIELDER;1000000;0;0.0
pl-k00117763;Oswin;Appollis;Appollis;Oswin Appollis;Südafrika;FORWARD;2000000;0;0.0
pl-k00117780;Carlos;Harvey;Harvey;Carlos Harvey;Panama;MIDFIELDER;2000000;0;0.0
pl-k00117789;Tomas;Rodriguez;T. Rodriguez;Tomas Rodriguez;Panama;FORWARD;2000000;0;0.0
pl-k00117900;Ronwen;Williams;Williams;Ronwen Williams;Südafrika;GOALKEEPER;2000000;0;0.0
pl-k00117968;Simon;Banza;Banza;Simon Banza;DR Kongo;FORWARD;2000000;0;0.0
pl-k00117979;Hicham;Boudaoui;Boudaoui;Hicham Boudaoui;Algerien;MIDFIELDER;4000000;0;0.0
pl-k00118072;Michael;Svoboda;Svoboda;Michael Svoboda;Österreich;DEFENDER;2000000;0;0.0
pl-k00118242;Mauricio;Magalhaes Prado;Mauricio;Mauricio;Paraguay;MIDFIELDER;2000000;0;0.0
pl-k00118244;Aymen;Dahmen;Dahmen;Aymen Dahmen;Tunesien;GOALKEEPER;1000000;24;2.83
pl-k00118384;Ricardo;Pepi;Pepi;Ricardo Pepi;USA;FORWARD;4000000;0;0.0
pl-k00118385;Jacob;Shaffelburg;Shaffelburg;Jacob Shaffelburg;Kanada;MIDFIELDER;2000000;0;0.0
pl-k00118616;Samuel;Almeida Costa;Samuel Costa;Samuel Costa;Portugal;MIDFIELDER;4000000;0;0.0
pl-k00118634;Marcus;Pedersen;Pedersen;Marcus Pedersen;Norwegen;DEFENDER;1000000;0;0.0
pl-k00118662;Matej;Kovar;Kovar;Matej Kovar;Tschechien;GOALKEEPER;4000000;0;0.0
pl-k00118670;David;Zima;Zima;David Zima;Tschechien;DEFENDER;2000000;0;0.0
pl-k00118676;Pavel;Sulc;Sulc;Pavel Sulc;Tschechien;MIDFIELDER;4000000;0;0.0
pl-k00118737;Gabriel;Gudmundsson;Gudmundsson;Gabriel Gudmundsson;Schweden;DEFENDER;4000000;0;0.0
pl-k00118751;Ché;Adams;Adams;Ché Adams;Schottland;FORWARD;4000000;0;0.0
pl-k00118755;Giovanni;Reyna;Reyna;Giovanni Reyna;USA;MIDFIELDER;2000000;2;4.0
pl-k00118788;Gabriel Teodoro;Martinelli Silva;Gabriel Martinelli;Gabriel Martinelli;Brasilien;FORWARD;6000000;12;2.5
pl-k00119808;Ramiz;Zerrouki;Zerrouki;Ramiz Zerrouki;Algerien;MIDFIELDER;2000000;0;0.0
pl-k00119829;Nuno Alexandre;Tavares Mendes;Nuno Mendes;Nuno Mendes;Portugal;DEFENDER;8000000;4;3.5
pl-k00120081;Odilon;Kossounou;Kossounou;Odilon Kossounou;Elfenbeinküste;DEFENDER;4000000;0;0.0
pl-k00120099;Ladislav;Krejci;Krejci;Ladislav Krejci;Tschechien;DEFENDER;4000000;0;0.0
pl-k00120125;Tomas;Ladra;Ladra;Tomas Ladra;Tschechien;MIDFIELDER;2000000;0;0.0
pl-k00121256;Dylan;Batubinsika;Batubinsika;Dylan Batubinsika;DR Kongo;DEFENDER;1000000;0;0.0
pl-k00121260;Abdoulaye;Seck;Seck;Abdoulaye Seck;Senegal;DEFENDER;1000000;0;0.0
pl-k00121357;Benjamin;Nygren;Nygren;Benjamin Nygren;Schweden;FORWARD;4000000;0;0.0
pl-k00121878;Evann;Guessand;Guessand;Evann Guessand;Elfenbeinküste;FORWARD;4000000;0;0.0
pl-k00121912;Lukas;Provod;Provod;Lukas Provod;Tschechien;MIDFIELDER;4000000;0;0.0
pl-k00123095;Alejandro;Baena Rdoriguez;Alex Baena;Alex Baena;Spanien;MIDFIELDER;4000000;0;0.0
pl-k00123112;Dong-Gyeong;Lee;D.-G. Lee;Dong-Gyeong Lee;Südkorea;MIDFIELDER;1000000;0;0.0
pl-k00123303;Folarin;Balogun;Balogun;Folarin Balogun;USA;FORWARD;4000000;0;0.0
pl-k00123383;Johan;Vasquez;Vasquez;Johan Vasquez;Mexiko;DEFENDER;4000000;0;0.0
pl-k00123466;Luis;Romo;Romo;Luis Romo;Mexiko;MIDFIELDER;1000000;0;0.0
pl-k00123544;Jesse;Randall;Randall;Jesse Randall;Neuseeland;FORWARD;1000000;0;0.0
pl-k00123545;Matthew;Garbett;Garbett;Matthew Garbett;Neuseeland;MIDFIELDER;1000000;0;0.0
pl-k00123553;Ben;Old;Old;Ben Old;Neuseeland;DEFENDER;2000000;0;0.0
pl-k00123555;Marko;Stamenic;Stamenic;Marko Stamenic;Neuseeland;MIDFIELDER;2000000;0;0.0
pl-k00123588;Haissem;Hassan;Hassan;Haissem Hassan;Ägypten;MIDFIELDER;2000000;0;0.0
pl-k00123602;Bart;Verbruggen;Verbruggen;Bart Verbruggen;Niederlande;GOALKEEPER;6000000;0;0.0
pl-k00123610;Pedro;Gonzalez Lopez;Pedri;Pedri;Spanien;MIDFIELDER;8000000;18;3.38
pl-k00123794;Pape;Sarr;P. Sarr;Pape Sarr;Senegal;MIDFIELDER;4000000;2;4.0
pl-k00123844;Piero;Hincapie;Hincapie;Piero Hincapie;Ecuador;DEFENDER;6000000;10;3.67
pl-k00123857;John;Mercado;Mercado;John Mercado;Ecuador;FORWARD;2000000;0;0.0
pl-k00123858;Pedro;Vite;Vite;Pedro Vite;Ecuador;MIDFIELDER;4000000;0;0.0
pl-k00123893;Carl;Sainté;Sainté;Carl Sainté;Haiti;MIDFIELDER;1000000;0;0.0
pl-k00123957;Rayan;Cherki;Cherki;Rayan Cherki;Frankreich;FORWARD;6000000;0;0.0
pl-k00123960;Tae-Seok;Lee;T.-S. Lee;Tae-Seok Lee;Südkorea;DEFENDER;2000000;0;0.0
pl-k00123962;Han-Beom;Lee;H.-B. Lee;Han-Beom Lee;Südkorea;DEFENDER;2000000;0;0.0
pl-k00123977;Ji-Sung;Eom;Eom;Ji-Sung Eom;Südkorea;MIDFIELDER;2000000;0;0.0
pl-k00123994;Charles;de Ketelaere;de Ketelaere;Charles de Ketelaere;Belgien;FORWARD;4000000;2;0.0
pl-k00124076;Amad;Diallo Traoré;Amad;Amad;Elfenbeinküste;FORWARD;6000000;0;0.0
pl-k00124100;Sphephelo;Sithole;Yaya Sithole;Yaya Sithole;Südafrika;MIDFIELDER;1000000;0;0.0
pl-k00124742;Paul;Izzo;Izzo;Paul Izzo;Australien;GOALKEEPER;1000000;0;0.0
pl-k00124769;Kai;Trewin;Trewin;Kai Trewin;Australien;DEFENDER;1000000;0;0.0
pl-k00124790;Joe;Gauci;Gauci;Joe Gauci;Australien;GOALKEEPER;1000000;0;0.0
pl-k00124795;Nathaniel;Atkinson;Atkinson;Nathaniel Atkinson;Australien;DEFENDER;1000000;-4;5.5
pl-k00124798;Connor;Metcalfe;Metcalfe;Connor Metcalfe;Australien;MIDFIELDER;2000000;0;0.0
pl-k00124901;Cameron;Devlin;Devlin;Cameron Devlin;Australien;MIDFIELDER;1000000;0;0.0
pl-k00124927;Jude;Bellingham;Bellingham;Jude Bellingham;England;MIDFIELDER;8000000;40;2.9
pl-k00124952;David;Raya;Raya;David Raya;Spanien;GOALKEEPER;4000000;0;0.0
pl-k00124965;Ollie;Watkins;Watkins;Ollie Watkins;England;FORWARD;4000000;0;0.0
pl-k00124974;Antoine;Semenyo;Semenyo;Antoine Semenyo;Ghana;FORWARD;6000000;4;0.0
pl-k00125047;Djed;Spence;Spence;Djed Spence;England;DEFENDER;4000000;0;0.0
pl-k00125107;Meshaal;Barsham;Barsham;Meshaal Barsham;Katar;GOALKEEPER;1000000;10;3.25
pl-k00125116;Hassan;Kadesh;Kadesh;Hassan Kadesh;Saudi-Arabien;DEFENDER;1000000;0;0.0
pl-k00125119;Nasser;Al-Dawsari;N. Al-Dawsari;Nasser Al-Dawsari;Saudi-Arabien;MIDFIELDER;2000000;2;0.0
pl-k00125123;Saleh;Al-Shehri;Al-Shehri;Saleh Al-Shehri;Saudi-Arabien;FORWARD;1000000;15;3.5
pl-k00125129;Mohamed Amine;Ben Hamida;Ben Hamida;Mohamed Amine Ben Hamida;Tunesien;DEFENDER;1000000;0;0.0
pl-k00125171;Eberechi;Eze;Eze;Eberechi Eze;England;MIDFIELDER;6000000;0;0.0
pl-k00125181;Michael;Olise;Olise;Michael Olise;Frankreich;FORWARD;10000000;0;0.0
pl-k00125266;Logan;Costa;Costa;Logan Costa;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00125269;Patrick;Wimmer;Wimmer;Patrick Wimmer;Österreich;MIDFIELDER;4000000;0;0.0
pl-k00125275;Aaron;Hickey;Hickey;Aaron Hickey;Schottland;DEFENDER;2000000;0;0.0
pl-k00125311;Lyndon;Dykes;Dykes;Lyndon Dykes;Schottland;FORWARD;4000000;0;0.0
pl-k00125406;Ross;Stewart;Stewart;Ross Stewart;Schottland;FORWARD;2000000;0;0.0
pl-k00125655;Joseph;Anang;Anang;Joseph Anang;Ghana;GOALKEEPER;1000000;0;0.0
pl-k00125842;Alistair;Johnston;Johnston;Alistair Johnston;Kanada;DEFENDER;4000000;12;3.5
pl-k00125872;Sebastian;Berhalter;Berhalter;Sebastian Berhalter;USA;MIDFIELDER;2000000;0;0.0
pl-k00125875;Joel;Waterman;Waterman;Joel Waterman;Kanada;DEFENDER;2000000;0;0.0
pl-k00125972;Livano;Comenencia;Comenencia;Livano Comenencia;Curacao;MIDFIELDER;1000000;0;0.0
pl-k00126071;Mohamed;Touré;Mo. Touré;Mohamed Touré;Australien;FORWARD;2000000;0;0.0
pl-k00126161;Yuito;Suzuki;Y. Suzuki;Yuito Suzuki;Japan;MIDFIELDER;4000000;0;0.0
pl-k00126190;Azzedine;Ounahi;Ounahi;Azzedine Ounahi;Marokko;MIDFIELDER;4000000;30;3.36
pl-k00126192;Oston;Urunov;Urunov;Oston Urunov;Usbekistan;FORWARD;2000000;0;0.0
pl-k00126214;Maxim;de Cuyper;de Cuyper;Maxim de Cuyper;Belgien;DEFENDER;4000000;0;0.0
pl-k00126539;Jhon;Arias;Arias;Jhon Arias;Kolumbien;MIDFIELDER;4000000;0;0.0
pl-k00126579;Willian;Pacho;Pacho;Willian Pacho;Ecuador;DEFENDER;8000000;0;0.0
pl-k00126584;Angelo;Preciado;An. Preciado;Angelo Preciado;Ecuador;DEFENDER;2000000;15;3.33
pl-k00126585;Alan;Franco;Franco;Alan Franco;Ecuador;MIDFIELDER;4000000;0;5.0
pl-k00126589;Moises;Caicedo;M. Caicedo;Moises Caicedo;Ecuador;MIDFIELDER;6000000;20;3.17
pl-k00126598;Petar;Musa;Musa;Petar Musa;Kroatien;FORWARD;1000000;0;0.0
pl-k00126697;Anthony;Valencia;Valencia;Anthony Valencia;Ecuador;MIDFIELDER;1000000;0;0.0
pl-k00126826;Facundo;Pellistri;Pellistri;Facundo Pellistri;Uruguay;FORWARD;2000000;6;4.0
pl-k00126831;Enzo;Fernandez;E. Fernandez;Enzo Fernandez;Argentinien;MIDFIELDER;8000000;43;3.0
pl-k00126882;Emiliano;Martinez;Martinez;Emiliano Martinez;Uruguay;MIDFIELDER;1000000;0;0.0
pl-k00126894;Juan José;Caceres;Caceres;Juan José Caceres;Paraguay;DEFENDER;2000000;0;0.0
pl-k00128521;Richard;Rios;Rios;Richard Rios;Kolumbien;MIDFIELDER;4000000;0;0.0
pl-k00128608;Bum-Keun;Song;Song;Bum-Keun Song;Südkorea;GOALKEEPER;1000000;0;0.0
pl-k00128763;Rustam;Ashurmatov;Ashurmatov;Rustam Ashurmatov;Usbekistan;DEFENDER;1000000;0;0.0
pl-k00128790;Marvin;Keller;Keller;Marvin Keller;Schweiz;GOALKEEPER;1000000;0;0.0
pl-k00128826;Jamshid;Iskanderov;Iskanderov;Jamshid Iskanderov;Usbekistan;MIDFIELDER;1000000;0;0.0
pl-k00128894;Jin-Gyu;Kim;J.-G. Kim;Jin-Gyu Kim;Südkorea;MIDFIELDER;2000000;0;0.0
pl-k00128987;Matheus Luiz;Nunes;Matheus Nunes;Matheus Nunes;Portugal;DEFENDER;6000000;4;4.0
pl-k00129004;Young-Woo;Seol;Y.-W. Seol;Young-Woo Seol;Südkorea;DEFENDER;4000000;0;0.0
pl-k00129073;Luis Javier;Suarez Charris;Luis Suarez;Luis Suarez;Kolumbien;FORWARD;6000000;0;0.0
pl-k00129218;Ardon;Jashari;Jashari;Ardon Jashari;Schweiz;MIDFIELDER;4000000;2;0.0
pl-k00129278;Pape;Gueye;P. Gueye;Pape Gueye;Senegal;MIDFIELDER;6000000;8;3.5
pl-k00129313;Telmo Emanuel;Gomes Arcanjo;Telmo Arcanjo;Telmo Arcanjo;Kap Verde;MIDFIELDER;2000000;0;0.0
pl-k00129317;Goncalo Bernardo;Inacio;Goncalo Inacio;Goncalo Inacio;Portugal;DEFENDER;6000000;0;0.0
pl-k00129372;Daniel;Munoz;Munoz;Daniel Munoz;Kolumbien;DEFENDER;4000000;0;0.0
pl-k00129414;Arthur;Theate;Theate;Arthur Theate;Belgien;DEFENDER;4000000;0;0.0
pl-k00129425;George;Hirst;Hirst;George Hirst;Schottland;FORWARD;2000000;0;0.0
pl-k00129671;Nathaniel;Brown;Brown;Nathaniel Brown;Deutschland;DEFENDER;4000000;0;0.0
pl-k00129904;Jasurbek;Jaloliddinov;Jaloliddinov;Jasurbek Jaloliddinov;Usbekistan;MIDFIELDER;1000000;0;0.0
pl-k00130230;Luiz Henrique André;Rosa da Silva;Luiz Henrique;Luiz Henrique;Brasilien;FORWARD;6000000;0;0.0
pl-k00130252;Nicolas;Seiwald;Seiwald;Nicolas Seiwald;Österreich;MIDFIELDER;4000000;0;0.0
pl-k00130288;Brian;Gutierrez;Gutierrez;Brian Gutierrez;Mexiko;MIDFIELDER;4000000;0;0.0
pl-k00130356;Maxence;Lacroix;Lacroix;Maxence Lacroix;Frankreich;DEFENDER;4000000;0;0.0
pl-k00130453;Dominic;Hyam;Hyam;Dominic Hyam;Schottland;DEFENDER;2000000;0;0.0
pl-k00130586;Luka;Sucic;Sucic;Luka Sucic;Kroatien;MIDFIELDER;2000000;0;0.0
pl-k00130739;Emmanuel;Agbadou;Agbadou;Emmanuel Agbadou;Elfenbeinküste;DEFENDER;2000000;0;0.0
pl-k00130790;Ismail;Yüksek;Yüksek;Ismail Yüksek;Türkei;MIDFIELDER;4000000;0;0.0
pl-k00130792;Cherif;Ndiaye;C. Ndiaye;Cherif Ndiaye;Senegal;FORWARD;2000000;0;0.0
pl-k00130795;Patrick;Berg;Berg;Patrick Berg;Norwegen;MIDFIELDER;2000000;0;0.0
pl-k00131106;Hyeon-Gyu;Oh;H.-G. Oh;Hyeon-Gyu Oh;Südkorea;FORWARD;4000000;0;0.0
pl-k00131344;Ahmetcan;Kaplan;Kaplan;Ahmetcan Kaplan;Türkei;DEFENDER;2000000;0;0.0
pl-k00131539;Josko;Gvardiol;Gvardiol;Josko Gvardiol;Kroatien;DEFENDER;8000000;48;3.07
pl-k00131547;Jan;Kuchta;Kuchta;Jan Kuchta;Tschechien;FORWARD;2000000;0;0.0
pl-k00131579;Ruben;Providence;Providence;Ruben Providence;Haiti;FORWARD;1000000;0;0.0
pl-k00131658;Youssef;Amyn;Amyn;Youssef Amyn;Irak;MIDFIELDER;2000000;0;0.0
pl-k00131688;Amar;Dedic;Dedic;Amar Dedic;Bosnien-Herzegowina;DEFENDER;4000000;0;0.0
pl-k00131702;Josip;Sutalo;J. Sutalo;Josip Sutalo;Kroatien;DEFENDER;4000000;4;3.5
pl-k00131780;Kerem;Aktürkoglu;Aktürkoglu;Kerem Aktürkoglu;Türkei;FORWARD;4000000;0;0.0
pl-k00131834;Hernan;Galindez;Galindez;Hernan Galindez;Ecuador;GOALKEEPER;4000000;20;3.0
pl-k00131847;Peter;Gwargis;Gwargis;Peter Gwargis;Irak;MIDFIELDER;1000000;0;0.0
pl-k00131854;Elliot;Anderson;Anderson;Elliot Anderson;England;MIDFIELDER;6000000;0;0.0
pl-k00131930;Fabian;Rieder;Rieder;Fabian Rieder;Schweiz;MIDFIELDER;4000000;4;4.0
pl-k00131945;Malo;Gusto;Gusto;Malo Gusto;Frankreich;DEFENDER;6000000;0;0.0
pl-k00132051;Danilo;dos Santos de Oliveira;Danilo;Danilo Santos;Brasilien;MIDFIELDER;4000000;0;0.0
pl-k00132098;Koni;de Winter;de Winter;Koni de Winter;Belgien;DEFENDER;4000000;0;0.0
pl-k00132107;Ismael;Saibari;Saibari;Ismael Saibari;Marokko;MIDFIELDER;6000000;0;0.0
pl-k00132159;Marvin;Senaya;Senaya;Marvin Senaya;Ghana;DEFENDER;2000000;0;0.0
pl-k00132220;Denis;Visinsky;Visinsky;Denis Visinsky;Tschechien;MIDFIELDER;2000000;0;0.0
pl-k00132314;Isidro;Pitta;Pitta;Isidro Pitta;Paraguay;FORWARD;2000000;0;0.0
pl-k00132423;Gaston;Olveira;Olveira;Gaston Olveira;Paraguay;GOALKEEPER;1000000;0;0.0
pl-k00132544;Alexandre;Pierre;A. Pierre;Alexandre Pierre;Haiti;GOALKEEPER;1000000;0;0.0
pl-k00132694;Jordan;Bos;Bos;Jordan Bos;Australien;DEFENDER;4000000;0;0.0
pl-k00132741;Elye;Wahi;Wahi;Elye Wahi;Elfenbeinküste;FORWARD;2000000;0;0.0
pl-k00132788;Emil;Holm;Holm;Emil Holm;Schweden;DEFENDER;4000000;0;0.0
pl-k00132797;Fredrik;Björkan;Björkan;Fredrik Björkan;Norwegen;DEFENDER;1000000;0;0.0
pl-k00132802;Sebastian;Tounekti;Tounekti;Sebastian Tounekti;Tunesien;FORWARD;2000000;0;0.0
pl-k00132816;Martin;Baturina;Baturina;Martin Baturina;Kroatien;MIDFIELDER;4000000;0;0.0
pl-k00133004;Nico;Williams;N. Williams;Nico Williams;Spanien;FORWARD;8000000;10;3.5
pl-k00133116;Manuel;Ugarte;Ugarte;Manuel Ugarte;Uruguay;MIDFIELDER;4000000;0;0.0
pl-k00133182;José Andres;Hurtado;Hurtado;José Andres Hurtado;Ecuador;DEFENDER;1000000;0;0.0
pl-k00133238;Francisco;Fernandes da Conceicao;Francisco Conceicao;Francisco Conceicao;Portugal;FORWARD;4000000;0;0.0
pl-k00133267;Mohammed;Muntari;Muntari;Mohammed Muntari;Katar;FORWARD;1000000;9;0.0
pl-k00133274;Kamaldeen;Sulemana;K. Sulemana;Kamaldeen Sulemana;Ghana;MIDFIELDER;4000000;4;3.5
pl-k00133304;Julian;Quinones;J. Quinones;Julian Quinones;Mexiko;FORWARD;2000000;0;0.0
