ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00030256;Cristiano Ronaldo;Dos Santos Aveiro;Cristiano Ronaldo;Cristiano Ronaldo;Portugal;FORWARD;8000000;18;3.63
pl-k00030669;Manuel;Neuer;Neuer;Manuel Neuer;Deutschland;GOALKEEPER;8000000;2;4.33
pl-k00033709;Lionel;Messi;Messi;Lionel Messi;Argentinien;FORWARD;8000000;112;1.79
pl-k00033742;Craig;Gordon;Gordon;Craig Gordon;Schottland;GOALKEEPER;4000000;0;0.0
pl-k00039245;Oliver;Baumann;Baumann;Oliver Baumann;Deutschland;GOALKEEPER;4000000;0;0.0
pl-k00039689;Luka;Modric;Modric;Luka Modric;Kroatien;MIDFIELDER;6000000;34;3.29
pl-k00039824;Guillermo;Ochoa;Ochoa;Guillermo Ochoa;Mexiko;GOALKEEPER;1000000;25;2.83
pl-k00044089;Axel;Witsel;Witsel;Axel Witsel;Belgien;MIDFIELDER;4000000;6;4.0
pl-k00044560;Edin;Dzeko;Dzeko;Edin Dzeko;Bosnien-Herzegowina;FORWARD;4000000;0;0.0
pl-k00045914;James;Rodriguez;James;James;Kolumbien;MIDFIELDER;4000000;0;0.0
pl-k00046237;Mert;Günok;Günok;Mert Günok;Türkei;GOALKEEPER;1000000;0;0.0
pl-k00046495;Fernando;Muslera;Muslera;Fernando Muslera;Uruguay;GOALKEEPER;4000000;0;0.0
pl-k00046508;Tommy;Smith;Smith;Tommy Smith;Neuseeland;DEFENDER;1000000;0;0.0
pl-k00047058;Marko;Arnautovic;Arnautovic;Marko Arnautovic;Österreich;FORWARD;4000000;0;0.0
pl-k00050622;Jordan;Henderson;J. Henderson;Jordan Henderson;England;MIDFIELDER;4000000;26;2.83
pl-k00054652;Pascal;Groß;P. Groß;Pascal Groß;Deutschland;MIDFIELDER;4000000;0;0.0
pl-k00055188;Gael;Kakuta;Kakuta;Gael Kakuta;DR Kongo;MIDFIELDER;1000000;0;0.0
pl-k00056751;Chris;Wood;Wood;Chris Wood;Neuseeland;FORWARD;4000000;0;0.0
pl-k00056979;Nicolas;Otamendi;Otamendi;Nicolas Otamendi;Argentinien;DEFENDER;4000000;39;3.14
pl-k00057241;Rani;Khedira;R. Khedira;Rani Khedira;Tunesien;MIDFIELDER;4000000;0;0.0
pl-k00057343;Granit;Xhaka;G. Xhaka;Granit Xhaka;Schweiz;MIDFIELDER;6000000;20;3.25
pl-k00057598;David;Alaba;Alaba;David Alaba;Österreich;DEFENDER;6000000;0;0.0
pl-k00057919;Kristoffer;Nordfeldt;Nordfeldt;Kristoffer Nordfeldt;Schweden;GOALKEEPER;4000000;0;0.0
pl-k00059041;Andrej;Kramaric;Kramaric;Andrej Kramaric;Kroatien;FORWARD;6000000;19;4.14
pl-k00059307;Ivan;Perisic;Perisic;Ivan Perisic;Kroatien;FORWARD;6000000;34;3.5
pl-k00059384;Romelu;Lukaku;R. Lukaku;Romelu Lukaku;Belgien;FORWARD;6000000;0;4.5
pl-k00059448;Seung-Gyu;Kim;S.-G. Kim;Seung-Gyu Kim;Südkorea;GOALKEEPER;2000000;26;3.0
pl-k00059508;Thibaut;Courtois;Courtois;Thibaut Courtois;Belgien;GOALKEEPER;8000000;25;3.0
pl-k00059516;Kevin;De Bruyne;De Bruyne;Kevin De Bruyne;Belgien;MIDFIELDER;6000000;8;3.83
pl-k00059524;Kaan;Ayhan;Ayhan;Kaan Ayhan;Türkei;MIDFIELDER;2000000;0;0.0
pl-k00060044;Ricardo;Rodriguez;R. Rodriguez;Ricardo Rodriguez;Schweiz;DEFENDER;4000000;16;3.5
pl-k00062748;Idrissa;Gueye;I. Gueye;Idrissa Gueye;Senegal;MIDFIELDER;2000000;18;3.0
pl-k00063656;Heung-Min;Son;Son;Heung-Min Son;Südkorea;FORWARD;6000000;22;3.38
pl-k00063799;Michael;Gregoritsch;Gregoritsch;Michael Gregoritsch;Österreich;FORWARD;4000000;0;0.0
pl-k00063855;Kosta;Barbarouses;Barbarouses;Kosta Barbarouses;Neuseeland;FORWARD;1000000;0;0.0
pl-k00063869;Yuto;Nagatomo;Nagatomo;Yuto Nagatomo;Japan;DEFENDER;1000000;6;4.13
pl-k00063918;Neymar;da Silva Santos Junior;Neymar;Neymar;Brasilien;FORWARD;6000000;34;2.17
pl-k00064027;Grant;Hanley;Hanley;Grant Hanley;Schottland;DEFENDER;2000000;0;0.0
pl-k00064038;Hakan;Calhanoglu;Calhanoglu;Hakan Calhanoglu;Türkei;MIDFIELDER;6000000;0;0.0
pl-k00065748;Ianique;dos Santos Tavares;Stopira;Stopira;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00065996;Jordan;Ayew;J. Ayew;Jordan Ayew;Ghana;FORWARD;4000000;5;4.25
pl-k00066526;Antonio;Rüdiger;Rüdiger;Antonio Rüdiger;Deutschland;DEFENDER;4000000;10;3.67
pl-k00066754;Leon;Goretzka;Goretzka;Leon Goretzka;Deutschland;MIDFIELDER;6000000;2;4.5
pl-k00067156;Tim;Ream;Ream;Tim Ream;USA;DEFENDER;2000000;18;3.38
pl-k00067266;Mateo;Kovacic;Kovacic;Mateo Kovacic;Kroatien;MIDFIELDER;4000000;38;3.14
pl-k00067749;Lucas;Digne;Digne;Lucas Digne;Frankreich;DEFENDER;4000000;0;0.0
pl-k00068111;Mathew;Leckie;Leckie;Mathew Leckie;Australien;MIDFIELDER;1000000;19;3.75
pl-k00068757;David;Ospina;Ospina;David Ospina;Kolumbien;GOALKEEPER;1000000;0;0.0
pl-k00069274;Roberto;Fernandez;Gatito Fernandez;Roberto Fernandez;Paraguay;GOALKEEPER;2000000;0;0.0
pl-k00069568;Cedric;Bakambu;Bakambu;Cedric Bakambu;DR Kongo;FORWARD;4000000;0;0.0
pl-k00069797;Dan;Burn;Burn;Dan Burn;England;DEFENDER;4000000;0;0.0
pl-k00070267;Alex Sandro;Lobo Silva;Alex Sandro;Alex Sandro;Brasilien;DEFENDER;4000000;14;3.0
pl-k00070270;Danilo Luiz;da Silva;Danilo;Danilo;Brasilien;DEFENDER;4000000;10;3.67
pl-k00070281;Vladimir;Darida;Darida;Vladimir Darida;Tschechien;MIDFIELDER;1000000;0;0.0
pl-k00070495;Thomas;Meunier;Meunier;Thomas Meunier;Belgien;DEFENDER;2000000;4;4.0
pl-k00070592;Jonathan;Tah;Tah;Jonathan Tah;Deutschland;DEFENDER;8000000;0;0.0
pl-k00070605;Harry;Kane;Kane;Harry Kane;England;FORWARD;10000000;39;3.0
pl-k00070654;Carlos Henrique;Casemiro;Casemiro;Casemiro;Brasilien;MIDFIELDER;6000000;43;2.25
pl-k00070756;Sead;Kolasinac;Kolasinac;Sead Kolasinac;Bosnien-Herzegowina;DEFENDER;4000000;0;0.0
pl-k00070960;Jürgen;Locadia;Locadia;Jürgen Locadia;Curacao;FORWARD;1000000;0;0.0
pl-k00071150;Joshua;Kimmich;Kimmich;Joshua Kimmich;Deutschland;DEFENDER;8000000;8;3.83
pl-k00071862;Santiago;Arias;S. Arias;Santiago Arias;Kolumbien;DEFENDER;2000000;0;0.0
pl-k00071888;Memphis;Depay;Depay;Memphis Depay;Niederlande;FORWARD;4000000;15;3.88
pl-k00072478;Mark;Flekken;Flekken;Mark Flekken;Niederlande;GOALKEEPER;2000000;0;0.0
pl-k00072654;Mike;Maignan;Maignan;Mike Maignan;Frankreich;GOALKEEPER;8000000;0;0.0
pl-k00072663;Seko;Fofana;S. Fofana;Seko Fofana;Elfenbeinküste;MIDFIELDER;2000000;0;0.0
pl-k00072712;Riechedly;Bazoer;Bazoer;Riechedly Bazoer;Curacao;DEFENDER;1000000;0;0.0
pl-k00072716;Nathan;Aké;Aké;Nathan Aké;Niederlande;DEFENDER;4000000;18;3.6
pl-k00072755;Alexander;Nübel;Nübel;Alexander Nübel;Deutschland;GOALKEEPER;2000000;0;0.0
pl-k00073097;Milos;Degenek;Degenek;Milos Degenek;Australien;DEFENDER;1000000;8;4.0
pl-k00073206;Marcel;Sabitzer;Sabitzer;Marcel Sabitzer;Österreich;MIDFIELDER;4000000;0;0.0
pl-k00073311;Alessandro;Schöpf;Schöpf;Alessandro Schöpf;Österreich;MIDFIELDER;1000000;0;0.0
pl-k00073393;Abdul Rahman;Baba;Baba;Abdul Rahman Baba;Ghana;DEFENDER;2000000;7;4.0
pl-k00073842;Roberto Carlos;Lopes;Pico;Pico;Kap Verde;DEFENDER;2000000;0;0.0
pl-k00073943;Raul;Jimenez;Jimenez;Raul Jimenez;Mexiko;FORWARD;4000000;6;0.0
pl-k00074093;Mohamed;Salah;Salah;Mohamed Salah;Ägypten;MIDFIELDER;8000000;0;0.0
pl-k00074274;Sadio;Mané;Mané;Sadio Mané;Senegal;FORWARD;6000000;0;0.0
pl-k00074305;Tim;Payne;Payne;Tim Payne;Neuseeland;DEFENDER;2000000;0;0.0
pl-k00074369;Yassine;Bounou;Bono;Bono;Marokko;GOALKEEPER;4000000;47;2.92
pl-k00074841;Juan Fernando;Quintero;Quintero;Juan Fernando Quintero;Kolumbien;MIDFIELDER;1000000;0;0.0
pl-k00074928;Jordan;Pickford;Pickford;Jordan Pickford;England;GOALKEEPER;6000000;36;3.0
pl-k00074936;Marcos;Aoas Correa;Marquinhos;Marquinhos;Brasilien;DEFENDER;8000000;20;3.4
pl-k00074991;Emiliano;Martinez;E. Martinez;Emiliano Martinez;Argentinien;GOALKEEPER;8000000;56;2.71
pl-k00075008;Marten;de Roon;de Roon;Marten de Roon;Niederlande;MIDFIELDER;4000000;8;4.17
pl-k00075023;Joao Pedro;Cavaco Cancelo;Joao Cancelo;Joao Cancelo;Portugal;DEFENDER;6000000;16;3.38
pl-k00075027;Yvon;Mvogo;Mvogo;Yvon Mvogo;Schweiz;GOALKEEPER;2000000;0;0.0
pl-k00075068;Lucas Michel;Mendes;Lucas Mendes;Lucas Mendes;Katar;DEFENDER;1000000;0;0.0
pl-k00075076;Kalidou;Koulibaly;Koulibaly;Kalidou Koulibaly;Senegal;DEFENDER;4000000;19;3.63
pl-k00075102;Ryan Isaac;Mendes da Graca;Ryan Mendes;Ryan Mendes;Kap Verde;FORWARD;1000000;0;0.0
pl-k00075261;Haris;Tabakovic;Tabakovic;Haris Tabakovic;Bosnien-Herzegowina;FORWARD;4000000;0;0.0
pl-k00075379;Silvan;Widmer;Widmer;Silvan Widmer;Schweiz;DEFENDER;2000000;21;2.83
pl-k00075584;Adrien;Rabiot;Rabiot;Adrien Rabiot;Frankreich;MIDFIELDER;6000000;44;2.8
pl-k00075612;Dzenis;Burnic;Burnic;Dzenis Burnic;Bosnien-Herzegowina;MIDFIELDER;2000000;0;0.0
pl-k00075628;Salih;Özcan;Özcan;Salih Özcan;Türkei;MIDFIELDER;2000000;0;0.0
pl-k00075738;Aziz;Behich;Behich;Aziz Behich;Australien;DEFENDER;1000000;12;3.75
pl-k00075849;Aymeric;Laporte;Laporte;Aymeric Laporte;Spanien;DEFENDER;4000000;14;3.33
pl-k00075878;Mathew;Ryan;Ryan;Mathew Ryan;Australien;GOALKEEPER;4000000;14;3.88
pl-k00075957;Ramy;Rabia;Rabia;Ramy Rabia;Ägypten;DEFENDER;2000000;0;0.0
pl-k00075963;Mahmoud Ibrahim;Hassan;Trezeguet;Trezeguet;Ägypten;MIDFIELDER;4000000;0;0.0
pl-k00075982;Joshua;Brenet;Brenet;Joshua Brenet;Curacao;DEFENDER;1000000;0;0.0
pl-k00076167;Chancel;Mbemba;Mbemba;Chancel Mbemba;DR Kongo;DEFENDER;2000000;0;0.0
pl-k00076249;Josimar;Dias;Vozinha;Vozinha;Kap Verde;GOALKEEPER;2000000;0;0.0
pl-k00076421;Phillipp;Mwene;Mwene;Phillipp Mwene;Österreich;DEFENDER;4000000;0;0.0
pl-k00076459;John;Stones;Stones;John Stones;England;DEFENDER;6000000;24;3.3
pl-k00076681;Thomas;Teye Partey;Thomas;Thomas;Ghana;MIDFIELDER;4000000;6;4.0
pl-k00077108;Fabio Henrique;Tavares;Fabinho;Fabinho;Brasilien;MIDFIELDER;2000000;6;3.0
pl-k00077358;Örjan;Nyland;Nyland;Örjan Nyland;Norwegen;GOALKEEPER;4000000;0;0.0
pl-k00077564;Guillermo;Varela;Varela;Guillermo Varela;Uruguay;DEFENDER;4000000;10;3.5
pl-k00077709;Fredrik;Aursnes;Aursnes;Fredrik Aursnes;Norwegen;MIDFIELDER;4000000;0;0.0
pl-k00078155;Leandro;Bacuna;L. Bacuna;Leandro Bacuna;Curacao;MIDFIELDER;2000000;0;0.0
pl-k00078170;Eloy;Room;Room;Eloy Room;Curacao;GOALKEEPER;2000000;0;0.0
pl-k00078181;Brice;Samba;Samba;Brice Samba;Frankreich;GOALKEEPER;4000000;0;0.0
pl-k00078230;Virgil;van Dijk;van Dijk;Virgil van Dijk;Niederlande;DEFENDER;6000000;26;3.2
pl-k00078543;Jonathan;Osorio;Osorio;Jonathan Osorio;Kanada;MIDFIELDER;2000000;2;4.25
pl-k00078573;Johan;Mojica;Mojica;Johan Mojica;Kolumbien;DEFENDER;2000000;0;0.0
pl-k00078750;Bruno Miguel;Borges Fernandes;Bruno Fernandes;Bruno Fernandes;Portugal;MIDFIELDER;8000000;55;2.13
pl-k00079032;Mitchell;Duke;Duke;Mitchell Duke;Australien;FORWARD;2000000;7;4.25
pl-k00079078;Nikola;Vasilj;Vasilj;Nikola Vasilj;Bosnien-Herzegowina;GOALKEEPER;4000000;0;0.0
pl-k00079176;Atakan;Karazor;Karazor;Atakan Karazor;Türkei;MIDFIELDER;2000000;0;0.0
pl-k00079478;José Maria;Gimenez;Gimenez;José Maria Gimenez;Uruguay;DEFENDER;4000000;17;3.33
pl-k00079504;Florian;Grillitsch;Grillitsch;Florian Grillitsch;Österreich;MIDFIELDER;2000000;0;0.0
pl-k00079536;Ajdin;Hrustic;Hrustic;Ajdin Hrustic;Australien;MIDFIELDER;2000000;4;4.0
pl-k00079543;Leroy;Sané;L. Sané;Leroy Sané;Deutschland;MIDFIELDER;4000000;3;4.5
pl-k00080083;Nadiem;Amiri;Amiri;Nadiem Amiri;Deutschland;MIDFIELDER;4000000;0;0.0
pl-k00080174;Waldemar;Anton;Anton;Waldemar Anton;Deutschland;DEFENDER;4000000;0;0.0
pl-k00080229;Antonio;Sanabria;Sanabria;Antonio Sanabria;Paraguay;FORWARD;2000000;0;0.0
pl-k00080522;Gustavo;Gomez;G. Gomez;Gustavo Gomez;Paraguay;DEFENDER;2000000;0;0.0
pl-k00080587;Dennis;Eckert Ayensa;Eckert Ayensa;Dennis Eckert Ayensa;Iran;FORWARD;2000000;0;0.0
pl-k00080630;Douglas dos Santos;Justino de Melo;Douglas Santos;Douglas Santos;Brasilien;DEFENDER;2000000;0;0.0
pl-k00080786;Youri;Tielemans;Tielemans;Youri Tielemans;Belgien;MIDFIELDER;6000000;2;4.25
pl-k00081053;Vladimir;Coufal;Coufal;Vladimir Coufal;Tschechien;DEFENDER;6000000;0;0.0
pl-k00081250;Brandon;Mechele;Mechele;Brandon Mechele;Belgien;DEFENDER;2000000;0;0.0
pl-k00081292;Jhon;Cordoba;Cordoba;Jhon Cordoba;Kolumbien;FORWARD;4000000;0;0.0
pl-k00081362;Mario;Pasalic;Mario Pasalic;Mario Pasalic;Kroatien;MIDFIELDER;4000000;8;4.13
pl-k00081442;Mory;Diaw;Diaw;Mory Diaw;Senegal;GOALKEEPER;1000000;0;0.0
pl-k00081465;Alejandro;Grimaldo;Grimaldo;Alejandro Grimaldo;Spanien;DEFENDER;6000000;0;0.0
pl-k00081503;Theo;Bongonda;Bongonda;Theo Bongonda;DR Kongo;MIDFIELDER;2000000;0;0.0
pl-k00081538;Jean Michael;Seri;Seri;Jean Michael Seri;Elfenbeinküste;MIDFIELDER;2000000;0;0.0
pl-k00081694;Marin;Pongracic;Pongracic;Marin Pongracic;Kroatien;DEFENDER;2000000;0;0.0
pl-k00081971;Jackson;Irvine;Irvine;Jackson Irvine;Australien;MIDFIELDER;4000000;12;3.75
pl-k00082152;Lucas;Hernandez;Hernandez;Lucas Hernandez;Frankreich;DEFENDER;4000000;4;0.0
pl-k00082469;Timothy;Castagne;Castagne;Timothy Castagne;Belgien;DEFENDER;4000000;8;3.83
pl-k00082709;Garry;Mendes Rodrigues;Garry Rodrigues;Garry Rodrigues;Kap Verde;FORWARD;2000000;0;0.0
pl-k00082878;Andrew;Robertson;Robertson;Andrew Robertson;Schottland;DEFENDER;4000000;0;0.0
pl-k00082905;Enner;Valencia;E. Valencia;Enner Valencia;Ecuador;FORWARD;4000000;36;2.83
pl-k00082915;Breel;Embolo;Embolo;Breel Embolo;Schweiz;FORWARD;4000000;28;3.5
pl-k00082944;Camilo;Vargas;Vargas;Camilo Vargas;Kolumbien;GOALKEEPER;4000000;0;0.0
pl-k00083013;Leandro;Paredes;Paredes;Leandro Paredes;Argentinien;MIDFIELDER;4000000;13;3.63
pl-k00083165;Alexander;Sörloth;Sörloth;Alexander Sörloth;Norwegen;FORWARD;6000000;0;0.0
pl-k00083239;Ehsan;Haji Safi;Haji Safi;Ehsan Haji Safi;Iran;DEFENDER;1000000;10;3.67
pl-k00083248;Alireza;Jahanbakhsh;Jahanbakhsh;Alireza Jahanbakhsh;Iran;MIDFIELDER;2000000;0;5.0
pl-k00083526;Aissa;Mandi;Mandi;Aissa Mandi;Algerien;DEFENDER;2000000;0;0.0
pl-k00083529;Riyad;Mahrez;Mahrez;Riyad Mahrez;Algerien;FORWARD;4000000;0;0.0
pl-k00083544;Alireza;Beiranvand;Beiranvand;Alireza Beiranvand;Iran;GOALKEEPER;2000000;10;3.0
pl-k00083613;Martin;Ödegaard;Ödegaard;Martin Ödegaard;Norwegen;MIDFIELDER;8000000;0;0.0
pl-k00083712;Cyle;Larin;Larin;Cyle Larin;Kanada;FORWARD;4000000;2;4.17
pl-k00083739;Themba;Zwane;T. Zwane;Themba Zwane;Südafrika;FORWARD;1000000;0;0.0
pl-k00083783;Junior;Alonso;Alonso;Junior Alonso;Paraguay;DEFENDER;2000000;0;0.0
pl-k00083984;Carl;Starfelt;Starfelt;Carl Starfelt;Schweden;DEFENDER;2000000;0;0.0
