ID;Verein;Position;Elo;Elo-Stärke;exp_games;Erwartete Spiele (Elo);exp_gd;Erwartete Tordifferenz (Elo)
pl-k00111988;Mexiko;DEFENDER;;0.0;4.905;0.0;2.864;0.0
pl-k00112075;Südkorea;DEFENDER;1175.7;0.6121;4.339;2.656;0.171;0.1047
pl-k00112076;Südkorea;MIDFIELDER;1920.7;1.0;4.339;4.339;0.171;0.171
pl-k00112077;Mexiko;MIDFIELDER;;0.0;4.905;0.0;2.864;0.0
pl-k00112079;Mexiko;FORWARD;;0.0;4.905;0.0;2.864;0.0
pl-k00112080;Schweiz;FORWARD;1962.4;0.9465;5.181;4.9036;4.737;4.4834
pl-k00112101;Schottland;DEFENDER;1581.7;0.729;4.12;3.0036;-0.984;-0.7174
pl-k00112135;Kolumbien;DEFENDER;1913.3;1.0;5.21;5.21;3.512;3.512
pl-k00112426;Norwegen;FORWARD;;0.0;4.789;0.0;0.91;0.0
pl-k00112730;Südkorea;DEFENDER;1544.2;0.804;4.339;3.4885;0.171;0.1375
pl-k00112780;Japan;DEFENDER;1840.6;0.9703;4.848;4.7039;1.906;1.8493
pl-k00112823;Curacao;FORWARD;1449.4;0.8319;3.121;2.5965;-6.73;-5.5989
pl-k00112868;Usbekistan;FORWARD;1776.9;0.8616;3.684;3.1742;-2.905;-2.503
pl-k00112929;Niederlande;DEFENDER;;0.0;5.268;0.0;3.773;0.0
pl-k00112936;Kroatien;GOALKEEPER;1669.5;0.7502;4.93;3.6985;2.779;2.0848
pl-k00113011;Usbekistan;FORWARD;1436.5;0.6966;3.684;2.5661;-2.905;-2.0235
pl-k00113069;DR Kongo;GOALKEEPER;1369.2;0.6605;3.371;2.2266;-4.126;-2.7253
pl-k00113146;Panama;DEFENDER;1667.6;0.8943;3.879;3.4688;-2.104;-1.8815
pl-k00113163;Argentinien;DEFENDER;;0.0;5.991;0.0;8.658;0.0
pl-k00113179;Argentinien;FORWARD;;0.0;5.991;0.0;8.658;0.0
pl-k00113185;USA;DEFENDER;1736.5;0.8266;3.74;3.0914;-2.316;-1.9144
pl-k00113214;England;MIDFIELDER;2212.2;0.9951;5.687;5.6589;6.383;6.3514
pl-k00113407;England;FORWARD;2223.2;1.0;5.687;5.687;6.383;6.383
pl-k00113426;USA;MIDFIELDER;;0.0;3.74;0.0;-2.316;-0.0
pl-k00113510;Mexiko;MIDFIELDER;1740.1;0.8577;4.905;4.2072;2.864;2.4566
pl-k00113695;Iran;GOALKEEPER;1509.5;0.8162;4.3;3.5097;-0.05;-0.0408
pl-k00113749;Irak;GOALKEEPER;1475.1;0.9717;3.185;3.0948;-5.568;-5.4103
pl-k00113751;Irak;DEFENDER;;0.0;3.185;0.0;-5.568;-0.0
pl-k00113754;Irak;DEFENDER;1347.6;0.8877;3.185;2.8273;-5.568;-4.9426
pl-k00113759;Irak;FORWARD;1080.0;0.7114;3.185;2.2659;-5.568;-3.9612
pl-k00113856;Usbekistan;GOALKEEPER;1484.9;0.72;3.684;2.6526;-2.905;-2.0917
pl-k00113863;Usbekistan;DEFENDER;;0.0;3.684;0.0;-2.905;-0.0
pl-k00113866;Usbekistan;MIDFIELDER;1526.6;0.7402;3.684;2.727;-2.905;-2.1504
pl-k00113867;Usbekistan;MIDFIELDER;1506.4;0.7304;3.684;2.691;-2.905;-2.1219
pl-k00113914;Argentinien;DEFENDER;1778.8;0.8694;5.991;5.2086;8.658;7.5273
pl-k00113916;Katar;MIDFIELDER;1524.4;0.8856;3.194;2.8286;-5.532;-4.8992
pl-k00113920;Katar;MIDFIELDER;1528.3;0.8879;3.194;2.8359;-5.532;-4.9117
pl-k00113922;Katar;FORWARD;1130.7;0.6569;3.194;2.0981;-5.532;-3.6339
pl-k00113924;Katar;DEFENDER;1673.1;0.972;3.194;3.1046;-5.532;-5.3771
pl-k00113925;Katar;MIDFIELDER;1491.2;0.8663;3.194;2.767;-5.532;-4.7925
pl-k00113926;Katar;DEFENDER;1710.3;0.9936;3.194;3.1736;-5.532;-5.4966
pl-k00113927;Katar;MIDFIELDER;1522.2;0.8843;3.194;2.8246;-5.532;-4.8921
pl-k00113930;Katar;FORWARD;1600.8;0.93;3.194;2.9704;-5.532;-5.1447
pl-k00113931;Katar;DEFENDER;;0.0;3.194;0.0;-5.532;-0.0
pl-k00113932;Katar;MIDFIELDER;1525.0;0.886;3.194;2.8298;-5.532;-4.9011
pl-k00113966;Saudi-Arabien;DEFENDER;1881.0;0.9373;3.316;3.1081;-5.57;-5.2208
pl-k00113975;Usbekistan;FORWARD;1418.2;0.6877;3.684;2.5334;-2.905;-1.9977
pl-k00114084;Jordanien;DEFENDER;1555.2;1.0;3.484;3.484;-3.906;-3.906
pl-k00114094;Jordanien;DEFENDER;1486.0;0.9555;3.484;3.329;-3.906;-3.7322
pl-k00114256;Ecuador;GOALKEEPER;1619.4;0.746;5.04;3.7596;4.088;3.0495
pl-k00114257;Ecuador;DEFENDER;1581.5;0.7285;5.04;3.6716;4.088;2.9781
pl-k00114259;Ecuador;MIDFIELDER;;0.0;5.04;0.0;4.088;0.0
pl-k00114277;Ecuador;FORWARD;1868.7;0.8608;5.04;4.3384;4.088;3.5189
pl-k00114290;Paraguay;MIDFIELDER;1598.3;0.8392;4.452;3.7362;0.178;0.1494
pl-k00114307;Paraguay;GOALKEEPER;1613.6;0.8473;4.452;3.772;0.178;0.1508
pl-k00114311;Uruguay;DEFENDER;;0.0;4.672;0.0;1.55;0.0
pl-k00114315;Uruguay;FORWARD;;0.0;4.672;0.0;1.55;0.0
pl-k00114317;Uruguay;MIDFIELDER;1642.6;0.7933;4.672;3.7061;1.55;1.2296
pl-k00114335;Uruguay;FORWARD;;0.0;4.672;0.0;1.55;0.0
pl-k00114376;Argentinien;DEFENDER;1796.5;0.8781;5.991;5.2604;8.658;7.6022
pl-k00114381;Argentinien;MIDFIELDER;;0.0;5.991;0.0;8.658;0.0
pl-k00114540;Argentinien;MIDFIELDER;1145.9;0.5601;5.991;3.3554;8.658;4.8491
pl-k00114723;Frankreich;MIDFIELDER;;0.0;6.141;0.0;7.58;0.0
pl-k00114736;Deutschland;FORWARD;1931.3;0.8808;5.097;4.4896;3.97;3.4969
pl-k00114740;Ghana;MIDFIELDER;1586.3;0.7494;3.144;2.356;-6.374;-4.7764
pl-k00114796;Tunesien;MIDFIELDER;;0.0;3.434;0.0;-3.766;-0.0
pl-k00114872;Curacao;FORWARD;1512.8;0.8683;3.121;2.71;-6.73;-5.8438
pl-k00114972;Kanada;GOALKEEPER;1789.3;0.8808;4.653;4.0985;1.822;1.6049
pl-k00114978;Kanada;MIDFIELDER;1767.9;0.8703;4.653;4.0494;1.822;1.5857
pl-k00114996;USA;GOALKEEPER;1654.6;0.7876;3.74;2.9456;-2.316;-1.8241
pl-k00114998;USA;MIDFIELDER;;0.0;3.74;0.0;-2.316;-0.0
pl-k00115053;Japan;DEFENDER;1512.1;0.7971;4.848;3.8643;1.906;1.5193
pl-k00115136;Japan;FORWARD;1857.1;0.979;4.848;4.746;1.906;1.8659
pl-k00115166;Japan;FORWARD;;0.0;4.848;0.0;1.906;0.0
pl-k00115227;Japan;DEFENDER;;0.0;4.848;0.0;1.906;0.0
pl-k00115263;Elfenbeinküste;DEFENDER;1868.7;0.8991;3.89;3.4977;-2.143;-1.9269
pl-k00115268;Mexiko;DEFENDER;;0.0;4.905;0.0;2.864;0.0
pl-k00115533;Kroatien;FORWARD;1778.5;0.7992;4.93;3.94;2.779;2.2209
pl-k00115539;Südafrika;FORWARD;1553.0;0.9705;3.314;3.2162;-4.325;-4.1974
pl-k00115590;Kolumbien;MIDFIELDER;;0.0;5.21;0.0;3.512;0.0
pl-k00115605;Schottland;GOALKEEPER;1608.3;0.7413;4.12;3.0541;-0.984;-0.7294
pl-k00115622;Paraguay;DEFENDER;1899.8;0.9975;4.452;4.441;0.178;0.1776
pl-k00115688;Argentinien;DEFENDER;;0.0;5.991;0.0;8.658;0.0
pl-k00115723;Ecuador;DEFENDER;;0.0;5.04;0.0;4.088;0.0
pl-k00115737;Kolumbien;FORWARD;1300.5;0.6797;5.21;3.5413;3.512;2.3872
pl-k00115738;Kolumbien;GOALKEEPER;1732.8;0.9057;5.21;4.7185;3.512;3.1807
pl-k00115740;Argentinien;DEFENDER;2046.0;1.0;5.991;5.991;8.658;8.658
pl-k00115743;Mexiko;MIDFIELDER;;0.0;4.905;0.0;2.864;0.0
pl-k00115744;Mexiko;FORWARD;1977.3;0.9747;4.905;4.7807;2.864;2.7914
pl-k00115782;Paraguay;MIDFIELDER;1659.6;0.8714;4.452;3.8795;0.178;0.1551
pl-k00115787;Paraguay;DEFENDER;;0.0;4.452;0.0;0.178;0.0
pl-k00115794;Paraguay;DEFENDER;1605.3;0.8429;4.452;3.7526;0.178;0.15
pl-k00115803;Panama;GOALKEEPER;1648.5;0.884;3.879;3.4291;-2.104;-1.86
pl-k00115805;Paraguay;FORWARD;;0.0;4.452;0.0;0.178;0.0
pl-k00115806;Panama;DEFENDER;1498.0;0.8033;3.879;3.116;-2.104;-1.6902
pl-k00115934;Kolumbien;DEFENDER;1893.6;0.9897;5.21;5.1564;3.512;3.4758
pl-k00116010;Spanien;MIDFIELDER;2168.8;0.917;6.547;6.0034;13.21;12.1131
pl-k00116213;Uruguay;FORWARD;;0.0;4.672;0.0;1.55;0.0
pl-k00116395;Türkei;DEFENDER;1151.9;0.5554;4.976;2.7638;2.252;1.2508
pl-k00116479;Senegal;MIDFIELDER;1773.2;0.8489;4.598;3.9031;0.171;0.1452
pl-k00116517;Portugal;MIDFIELDER;2098.6;0.895;5.302;4.7451;3.99;3.5709
pl-k00116544;Spanien;FORWARD;1830.7;0.774;6.547;5.0675;13.21;10.2247
pl-k00116568;Tschechien;GOALKEEPER;1799.4;0.9566;4.198;4.0159;-0.433;-0.4142
pl-k00116607;Portugal;DEFENDER;1894.7;0.808;5.302;4.2841;3.99;3.224
pl-k00116618;England;GOALKEEPER;2028.9;0.9126;5.687;5.19;6.383;5.8251
pl-k00116621;England;DEFENDER;2007.2;0.9028;5.687;5.1345;6.383;5.7628
pl-k00116627;England;FORWARD;2137.5;0.9615;5.687;5.4678;6.383;6.1369
pl-k00116636;Belgien;GOALKEEPER;1975.1;0.8962;4.876;4.37;2.814;2.522
pl-k00116650;Belgien;FORWARD;2160.9;0.9805;4.876;4.7811;2.814;2.7592
pl-k00116659;Marokko;DEFENDER;;0.0;4.418;0.0;0.331;0.0
pl-k00116711;Algerien;MIDFIELDER;;0.0;3.705;0.0;-2.846;-0.0
pl-k00116718;DR Kongo;MIDFIELDER;1538.8;0.7423;3.371;2.5024;-4.126;-3.0629
pl-k00116727;Irak;DEFENDER;1476.4;0.9725;3.185;3.0975;-5.568;-5.4151
pl-k00116730;Schweden;MIDFIELDER;1910.6;0.8966;3.796;3.4036;-2.337;-2.0954
pl-k00116735;Bosnien-Herzegowina;MIDFIELDER;1595.9;0.8668;3.738;3.24;-2.61;-2.2623
pl-k00117046;Japan;GOALKEEPER;;0.0;4.848;0.0;1.906;0.0
pl-k00117047;Kap Verde;GOALKEEPER;1832.2;0.9329;3.272;3.0526;-5.876;-5.482
pl-k00117048;USA;DEFENDER;2100.8;1.0;3.74;3.74;-2.316;-2.316
pl-k00117065;Norwegen;MIDFIELDER;;0.0;4.789;0.0;0.91;0.0
pl-k00117066;Norwegen;MIDFIELDER;1812.4;0.7919;4.789;3.7925;0.91;0.7207
pl-k00117247;Haiti;GOALKEEPER;919.1;0.5492;3.218;1.7674;-5.302;-2.9119
pl-k00117251;Haiti;DEFENDER;1673.5;1.0;3.218;3.218;-5.302;-5.302
pl-k00117270;Haiti;FORWARD;;0.0;3.218;0.0;-5.302;-0.0
pl-k00117527;Uruguay;DEFENDER;;0.0;4.672;0.0;1.55;0.0
pl-k00117544;Senegal;DEFENDER;1729.4;0.8279;4.598;3.8067;0.171;0.1416
pl-k00117605;Neuseeland;DEFENDER;1541.3;0.834;3.48;2.9024;-3.434;-2.8641
pl-k00117607;Neuseeland;MIDFIELDER;1479.8;0.8008;3.48;2.7866;-3.434;-2.7498
pl-k00117608;Neuseeland;MIDFIELDER;1740.4;0.9418;3.48;3.2774;-3.434;-3.2341
pl-k00117610;Neuseeland;MIDFIELDER;1241.3;0.6717;3.48;2.3375;-3.434;-2.3066
pl-k00117612;Neuseeland;DEFENDER;1554.9;0.8414;3.48;2.9281;-3.434;-2.8894
pl-k00117615;Neuseeland;DEFENDER;1432.0;0.7749;3.48;2.6966;-3.434;-2.661
pl-k00117616;Neuseeland;FORWARD;1437.3;0.7778;3.48;2.7066;-3.434;-2.6708
pl-k00117619;Katar;GOALKEEPER;1636.3;0.9506;3.194;3.0363;-5.532;-5.2588
pl-k00117627;Katar;MIDFIELDER;1318.1;0.7658;3.194;2.4458;-5.532;-4.2362
pl-k00117630;Katar;DEFENDER;1558.1;0.9052;3.194;2.8912;-5.532;-5.0075
pl-k00117636;Katar;GOALKEEPER;1337.7;0.7771;3.194;2.4822;-5.532;-4.2992
pl-k00117676;Ägypten;DEFENDER;1068.7;0.5116;3.951;2.0215;-1.446;-0.7398
pl-k00117677;Ägypten;MIDFIELDER;1325.5;0.6346;3.951;2.5072;-1.446;-0.9176
pl-k00117727;Saudi-Arabien;DEFENDER;1886.0;0.9398;3.316;3.1164;-5.57;-5.2347
pl-k00117731;Saudi-Arabien;DEFENDER;1943.9;0.9687;3.316;3.2121;-5.57;-5.3954
pl-k00117736;Saudi-Arabien;FORWARD;;0.0;3.316;0.0;-5.57;-0.0
pl-k00117738;Saudi-Arabien;MIDFIELDER;1539.9;0.7673;3.316;2.5445;-5.57;-4.2741
pl-k00117763;Südafrika;FORWARD;1374.5;0.859;3.314;2.8466;-4.325;-3.715
pl-k00117780;Panama;MIDFIELDER;1673.1;0.8972;3.879;3.4802;-2.104;-1.8877
pl-k00117789;Panama;FORWARD;1180.3;0.6329;3.879;2.4552;-2.104;-1.3317
pl-k00117900;Südafrika;GOALKEEPER;1535.2;0.9594;3.314;3.1794;-4.325;-4.1493
pl-k00117968;DR Kongo;FORWARD;1702.9;0.8215;3.371;2.7693;-4.126;-3.3895
pl-k00117979;Algerien;MIDFIELDER;1681.4;0.8311;3.705;3.0791;-2.846;-2.3652
pl-k00118072;Österreich;DEFENDER;1682.2;0.7708;4.129;3.1828;-1.1;-0.8479
pl-k00118242;Paraguay;MIDFIELDER;1904.5;1.0;4.452;4.452;0.178;0.178
pl-k00118244;Tunesien;GOALKEEPER;1235.9;0.6963;3.434;2.391;-3.766;-2.6222
pl-k00118384;USA;FORWARD;1810.7;0.8619;3.74;3.2235;-2.316;-1.9962
pl-k00118385;Kanada;MIDFIELDER;1489.4;0.7332;4.653;3.4115;1.822;1.3359
pl-k00118616;Portugal;MIDFIELDER;;0.0;5.302;0.0;3.99;0.0
pl-k00118634;Norwegen;DEFENDER;;0.0;4.789;0.0;0.91;0.0
pl-k00118662;Tschechien;GOALKEEPER;948.3;0.5041;4.198;2.1164;-0.433;-0.2183
pl-k00118670;Tschechien;DEFENDER;1714.5;0.9115;4.198;3.8264;-0.433;-0.3947
pl-k00118676;Tschechien;MIDFIELDER;1658.7;0.8818;4.198;3.7019;-0.433;-0.3818
pl-k00118737;Schweden;DEFENDER;1952.8;0.9164;3.796;3.4787;-2.337;-2.1417
pl-k00118751;Schottland;FORWARD;1732.2;0.7984;4.12;3.2894;-0.984;-0.7856
pl-k00118755;USA;MIDFIELDER;1646.4;0.7837;3.74;2.931;-2.316;-1.8151
pl-k00118788;Brasilien;FORWARD;2141.1;0.9422;5.351;5.0416;5.126;4.8296
pl-k00119808;Algerien;MIDFIELDER;1823.7;0.9014;3.705;3.3397;-2.846;-2.5654
pl-k00119829;Portugal;DEFENDER;2083.3;0.8884;5.302;4.7105;3.99;3.5449
pl-k00120081;Elfenbeinküste;DEFENDER;1954.4;0.9404;3.89;3.6581;-2.143;-2.0152
pl-k00120099;Tschechien;DEFENDER;1701.0;0.9043;4.198;3.7963;-0.433;-0.3916
pl-k00120125;Tschechien;MIDFIELDER;1401.4;0.745;4.198;3.1276;-0.433;-0.3226
pl-k00121256;DR Kongo;DEFENDER;1356.1;0.6542;3.371;2.2053;-4.126;-2.6992
pl-k00121260;Senegal;DEFENDER;;0.0;4.598;0.0;0.171;0.0
pl-k00121357;Schweden;FORWARD;1798.4;0.844;3.796;3.2037;-2.337;-1.9723
pl-k00121878;Elfenbeinküste;FORWARD;1804.8;0.8684;3.89;3.3781;-2.143;-1.861
pl-k00121912;Tschechien;MIDFIELDER;1690.2;0.8986;4.198;3.7722;-0.433;-0.3891
pl-k00123095;Spanien;MIDFIELDER;1967.0;0.8316;6.547;5.4448;13.21;10.986
pl-k00123112;Südkorea;MIDFIELDER;1108.1;0.5769;4.339;2.5033;0.171;0.0987
pl-k00123303;USA;FORWARD;1843.3;0.8774;3.74;3.2816;-2.316;-2.0321
pl-k00123383;Mexiko;DEFENDER;1703.2;0.8396;4.905;4.118;2.864;2.4045
pl-k00123466;Mexiko;MIDFIELDER;1776.3;0.8756;4.905;4.2947;2.864;2.5077
pl-k00123544;Neuseeland;FORWARD;1408.7;0.7623;3.48;2.6527;-3.434;-2.6177
pl-k00123545;Neuseeland;MIDFIELDER;;0.0;3.48;0.0;-3.434;-0.0
pl-k00123553;Neuseeland;DEFENDER;1385.7;0.7498;3.48;2.6094;-3.434;-2.5749
pl-k00123555;Neuseeland;MIDFIELDER;1657.5;0.8969;3.48;3.1213;-3.434;-3.08
pl-k00123588;Ägypten;MIDFIELDER;;0.0;3.951;0.0;-1.446;-0.0
pl-k00123602;Niederlande;GOALKEEPER;2144.3;0.9476;5.268;4.9921;3.773;3.5754
pl-k00123610;Spanien;MIDFIELDER;2365.2;1.0;6.547;6.547;13.21;13.21
pl-k00123794;Senegal;MIDFIELDER;;0.0;4.598;0.0;0.171;0.0
pl-k00123844;Ecuador;DEFENDER;2109.2;0.9716;5.04;4.8968;4.088;3.9718
pl-k00123857;Ecuador;FORWARD;1517.6;0.6991;5.04;3.5233;4.088;2.8578
pl-k00123858;Ecuador;MIDFIELDER;1730.6;0.7972;5.04;4.0178;4.088;3.2589
pl-k00123893;Haiti;MIDFIELDER;1052.5;0.6289;3.218;2.0239;-5.302;-3.3345
pl-k00123957;Frankreich;FORWARD;2099.2;0.9313;6.141;5.719;7.58;7.0591
pl-k00123960;Südkorea;DEFENDER;587.0;0.3056;4.339;1.3261;0.171;0.0523
pl-k00123962;Südkorea;DEFENDER;587.0;0.3056;4.339;1.3261;0.171;0.0523
pl-k00123977;Südkorea;MIDFIELDER;1658.4;0.8634;4.339;3.7464;0.171;0.1476
pl-k00123994;Belgien;FORWARD;1872.0;0.8494;4.876;4.1419;2.814;2.3903
pl-k00124076;Elfenbeinküste;FORWARD;;0.0;3.89;0.0;-2.143;-0.0
pl-k00124100;Südafrika;MIDFIELDER;;0.0;3.314;0.0;-4.325;-0.0
pl-k00124742;Australien;GOALKEEPER;1361.2;0.7141;4.066;2.9033;-0.993;-0.7091
pl-k00124769;Australien;DEFENDER;1545.8;0.8109;4.066;3.2971;-0.993;-0.8052
pl-k00124790;Australien;GOALKEEPER;1427.4;0.7488;4.066;3.0445;-0.993;-0.7435
pl-k00124795;Australien;DEFENDER;1504.6;0.7893;4.066;3.2092;-0.993;-0.7838
pl-k00124798;Australien;MIDFIELDER;1553.3;0.8148;4.066;3.3131;-0.993;-0.8091
pl-k00124901;Australien;MIDFIELDER;1701.9;0.8928;4.066;3.63;-0.993;-0.8865
pl-k00124927;England;MIDFIELDER;2062.7;0.9278;5.687;5.2764;6.383;5.9222
pl-k00124952;Spanien;GOALKEEPER;2315.5;0.979;6.547;6.4094;13.21;12.9324
pl-k00124965;England;FORWARD;2212.2;0.9951;5.687;5.6589;6.383;6.3514
pl-k00124974;Ghana;FORWARD;2116.9;1.0;3.144;3.144;-6.374;-6.374
pl-k00125047;England;DEFENDER;1975.9;0.8888;5.687;5.0544;6.383;5.673
pl-k00125107;Katar;GOALKEEPER;1721.3;1.0;3.194;3.194;-5.532;-5.532
pl-k00125116;Saudi-Arabien;DEFENDER;1890.7;0.9421;3.316;3.1242;-5.57;-5.2478
pl-k00125119;Saudi-Arabien;MIDFIELDER;1854.9;0.9243;3.316;3.065;-5.57;-5.1484
pl-k00125123;Saudi-Arabien;FORWARD;1411.4;0.7033;3.316;2.3322;-5.57;-3.9174
pl-k00125129;Tunesien;DEFENDER;1181.4;0.6656;3.434;2.2856;-3.766;-2.5066
pl-k00125171;England;MIDFIELDER;;0.0;5.687;0.0;6.383;0.0
pl-k00125181;Frankreich;FORWARD;2195.3;0.9739;6.141;5.9808;7.58;7.3823
pl-k00125266;Kap Verde;DEFENDER;1963.9;1.0;3.272;3.272;-5.876;-5.876
pl-k00125269;Österreich;MIDFIELDER;;0.0;4.129;0.0;-1.1;-0.0
pl-k00125275;Schottland;DEFENDER;1871.7;0.8627;4.12;3.5543;-0.984;-0.8489
pl-k00125311;Schottland;FORWARD;1520.4;0.7008;4.12;2.8872;-0.984;-0.6896
pl-k00125406;Schottland;FORWARD;1626.9;0.7499;4.12;3.0894;-0.984;-0.7379
pl-k00125655;Ghana;GOALKEEPER;1335.5;0.6309;3.144;1.9835;-6.374;-4.0212
pl-k00125842;Kanada;DEFENDER;1921.9;0.9461;4.653;4.4022;1.822;1.7238
pl-k00125872;USA;MIDFIELDER;1860.8;0.8858;3.74;3.3127;-2.316;-2.0514
pl-k00125875;Kanada;DEFENDER;1701.4;0.8376;4.653;3.8971;1.822;1.526
pl-k00125972;Curacao;MIDFIELDER;1354.8;0.7776;3.121;2.427;-6.73;-5.2335
pl-k00126071;Australien;FORWARD;;0.0;4.066;0.0;-0.993;-0.0
pl-k00126161;Japan;MIDFIELDER;;0.0;4.848;0.0;1.906;0.0
pl-k00126190;Marokko;MIDFIELDER;1624.0;0.7404;4.418;3.2712;0.331;0.2451
pl-k00126192;Usbekistan;FORWARD;;0.0;3.684;0.0;-2.905;-0.0
pl-k00126214;Belgien;DEFENDER;1935.1;0.8781;4.876;4.2815;2.814;2.4709
pl-k00126539;Kolumbien;MIDFIELDER;;0.0;5.21;0.0;3.512;0.0
pl-k00126579;Ecuador;DEFENDER;2170.9;1.0;5.04;5.04;4.088;4.088
pl-k00126584;Ecuador;DEFENDER;;0.0;5.04;0.0;4.088;0.0
pl-k00126585;Ecuador;MIDFIELDER;1704.4;0.7851;5.04;3.957;4.088;3.2095
pl-k00126589;Ecuador;MIDFIELDER;;0.0;5.04;0.0;4.088;0.0
pl-k00126598;Kroatien;FORWARD;1626.5;0.7309;4.93;3.6032;2.779;2.0311
pl-k00126697;Ecuador;MIDFIELDER;;0.0;5.04;0.0;4.088;0.0
pl-k00126826;Uruguay;FORWARD;1668.8;0.8059;4.672;3.7652;1.55;1.2492
pl-k00126831;Argentinien;MIDFIELDER;;0.0;5.991;0.0;8.658;0.0
pl-k00126882;Uruguay;MIDFIELDER;1871.4;0.9038;4.672;4.2223;1.55;1.4008
pl-k00126894;Paraguay;DEFENDER;;0.0;4.452;0.0;0.178;0.0
pl-k00128521;Kolumbien;MIDFIELDER;;0.0;5.21;0.0;3.512;0.0
pl-k00128608;Südkorea;GOALKEEPER;1036.0;0.5394;4.339;2.3404;0.171;0.0922
pl-k00128763;Usbekistan;DEFENDER;1403.1;0.6804;3.684;2.5064;-2.905;-1.9764
pl-k00128790;Schweiz;GOALKEEPER;1561.2;0.753;5.181;3.9011;4.737;3.5668
pl-k00128826;Usbekistan;MIDFIELDER;1459.0;0.7075;3.684;2.6063;-2.905;-2.0552
pl-k00128894;Südkorea;MIDFIELDER;;0.0;4.339;0.0;0.171;0.0
pl-k00128987;Portugal;DEFENDER;2344.9;1.0;5.302;5.302;3.99;3.99
pl-k00129004;Südkorea;DEFENDER;1736.4;0.904;4.339;3.9227;0.171;0.1546
pl-k00129073;Kolumbien;FORWARD;1300.5;0.6797;5.21;3.5413;3.512;2.3872
pl-k00129218;Schweiz;MIDFIELDER;1773.6;0.8554;5.181;4.4319;4.737;4.0521
pl-k00129278;Senegal;MIDFIELDER;;0.0;4.598;0.0;0.171;0.0
pl-k00129313;Kap Verde;MIDFIELDER;1460.5;0.7437;3.272;2.4333;-5.876;-4.3698
pl-k00129317;Portugal;DEFENDER;2112.3;0.9008;5.302;4.7761;3.99;3.5942
pl-k00129372;Kolumbien;DEFENDER;;0.0;5.21;0.0;3.512;0.0
pl-k00129414;Belgien;DEFENDER;1806.4;0.8197;4.876;3.9967;2.814;2.3066
pl-k00129425;Schottland;FORWARD;1728.9;0.7969;4.12;3.2831;-0.984;-0.7841
pl-k00129671;Deutschland;DEFENDER;1747.2;0.7969;5.097;4.0616;3.97;3.1635
pl-k00129904;Usbekistan;MIDFIELDER;1199.0;0.5814;3.684;2.1418;-2.905;-1.6889
pl-k00130230;Brasilien;FORWARD;1985.5;0.8737;5.351;4.6752;5.126;4.4786
pl-k00130252;Österreich;MIDFIELDER;1936.1;0.8872;4.129;3.6632;-1.1;-0.9759
pl-k00130288;Mexiko;MIDFIELDER;;0.0;4.905;0.0;2.864;0.0
pl-k00130356;Frankreich;DEFENDER;1884.0;0.8358;6.141;5.1327;7.58;6.3354
pl-k00130453;Schottland;DEFENDER;1578.1;0.7274;4.12;2.9968;-0.984;-0.7157
pl-k00130586;Kroatien;MIDFIELDER;;0.0;4.93;0.0;2.779;0.0
pl-k00130739;Elfenbeinküste;DEFENDER;1739.0;0.8367;3.89;3.2549;-2.143;-1.7931
pl-k00130790;Türkei;MIDFIELDER;2006.8;0.9676;4.976;4.815;2.252;2.1791
pl-k00130792;Senegal;FORWARD;;0.0;4.598;0.0;0.171;0.0
pl-k00130795;Norwegen;MIDFIELDER;1956.5;0.8549;4.789;4.0941;0.91;0.7779
pl-k00131106;Südkorea;FORWARD;1694.5;0.8822;4.339;3.828;0.171;0.1509
pl-k00131344;Türkei;DEFENDER;1740.5;0.8392;4.976;4.1761;2.252;1.89
pl-k00131539;Kroatien;DEFENDER;2225.4;1.0;4.93;4.93;2.779;2.779
pl-k00131547;Tschechien;FORWARD;1618.9;0.8607;4.198;3.613;-0.433;-0.3727
pl-k00131579;Haiti;FORWARD;1240.5;0.7413;3.218;2.3854;-5.302;-3.9302
pl-k00131658;Irak;MIDFIELDER;1285.2;0.8466;3.185;2.6964;-5.568;-4.7138
pl-k00131688;Bosnien-Herzegowina;DEFENDER;1782.1;0.9679;3.738;3.618;-2.61;-2.5262
pl-k00131702;Kroatien;DEFENDER;;0.0;4.93;0.0;2.779;0.0
pl-k00131780;Türkei;FORWARD;2024.5;0.9762;4.976;4.8575;2.252;2.1984
pl-k00131834;Ecuador;GOALKEEPER;1581.8;0.7286;5.04;3.6723;4.088;2.9787
pl-k00131847;Irak;MIDFIELDER;1056.6;0.696;3.185;2.2168;-5.568;-3.8753
pl-k00131854;England;MIDFIELDER;;0.0;5.687;0.0;6.383;0.0
pl-k00131930;Schweiz;MIDFIELDER;1789.1;0.8629;5.181;4.4706;4.737;4.0875
pl-k00131945;Frankreich;DEFENDER;2051.6;0.9102;6.141;5.5893;7.58;6.899
pl-k00132051;Brasilien;MIDFIELDER;1773.6;0.7805;5.351;4.1763;5.126;4.0006
pl-k00132098;Belgien;DEFENDER;1752.9;0.7954;4.876;3.8784;2.814;2.2383
pl-k00132107;Marokko;MIDFIELDER;2005.3;0.9143;4.418;4.0393;0.331;0.3026
pl-k00132159;Ghana;DEFENDER;1412.7;0.6673;3.144;2.0981;-6.374;-4.2536
pl-k00132220;Tschechien;MIDFIELDER;1486.9;0.7905;4.198;3.3185;-0.433;-0.3423
pl-k00132314;Paraguay;FORWARD;1647.6;0.8651;4.452;3.8515;0.178;0.154
